"No","Title_en","SubTitle_en","CodeFlag","Value","MeaningParameterDescription_en","Note_en","UnitComments_en","Status"
850,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","6",,"Storm surface runoff",,"kg m-2","Operational"
851,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","7",,"Discharge from rivers or streams",,"m3/s","Operational"
852,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","8",,"Groundwater upper storage",,"kg m-2","Operational"
853,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","9",,"Groundwater lower storage",,"kg m-2","Operational"
854,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","10",,"Side flow into river channel",,"m3 s-1 m-1","Operational"
855,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","11",,"River storage of water",,"m3","Operational"
856,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","12",,"Floodplain storage of water",,"m3","Operational"
857,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","13",,"Depth of water on soil surface",,"kg m-2","Operational"
858,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","14",,"Upstream accumulated precipitation",,"kg m-2","Operational"
859,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","15",,"Upstream accumulated snow melt",,"kg m-2","Operational"
860,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","16",,"Percolation rate",,"kg m-2 s-1","Operational"
861,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","17-191",,"Reserved",,,"Operational"
862,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","192-254",,"Reserved for local use",,,"Operational"
863,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","255",,"Missing",,,"Operational"
864,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 1: hydrology probabilities","0",,"Conditional per cent precipitation amount fractile for an overall period (Encoded as an accumulation)",,"kg m-2","Operational"
865,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 1: hydrology probabilities","1",,"Per cent precipitation in a sub-period of an overall period (Encoded as per cent accumulation over the sub-period)",,"%","Operational"
866,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 1: hydrology probabilities","2",,"Probability of 0.01 inch of precipitation (POP)",,"%","Operational"
867,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 1: hydrology probabilities","3-191",,"Reserved",,,"Operational"
868,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 1: hydrology probabilities","192-254",,"Reserved for local use",,,"Operational"
869,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 1: hydrology probabilities","255",,"Missing",,,"Operational"
870,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","0",,"Water depth",,"m","Operational"
871,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","1",,"Water temperature",,"K","Operational"
872,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","2",,"Water fraction",,"Proportion","Operational"
873,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","3",,"Sediment thickness",,"m","Operational"
874,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","4",,"Sediment temperature",,"K","Operational"
875,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","5",,"Ice thickness",,"m","Operational"
876,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","6",,"Ice temperature",,"K","Operational"
877,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","7",,"Ice cover",,"Proportion","Operational"
878,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","8",,"Land cover (0 = water, 1 = land)",,"Proportion","Operational"
879,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","9",,"Shape factor with respect to salinity profile",,"-","Operational"
880,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","10",,"Shape factor with respect to temperature profile in thermocline",,"-","Operational"
881,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","11",,"Attenuation coefficient of water with respect to solar radiation",,"/m","Operational"
882,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","12",,"Salinity",,"kg/kg","Operational"
883,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","13",,"Cross-sectional area of flow in channel",,"m2","Operational"
884,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","0",,"Land cover (0 = sea, 1 = land)",,"Proportion","Operational"
885,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","1",,"Surface roughness",,"m","Operational"
886,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","2",,"Soil temperature","***","K","Deprecated"
887,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","3",,"Soil moisture content","*","kg m-2","Deprecated"
888,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","4",,"Vegetation",,"%","Operational"
889,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","5",,"Water runoff",,"kg m-2","Operational"
890,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","6",,"Evapotranspiration",,"kg-2 s-1","Operational"
891,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","7",,"Model terrain height",,"m","Operational"
892,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","8",,"Land use",,"(Code table 4.212)","Operational"
893,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","9",,"Volumetric soil moisture content","**","Proportion","Deprecated"
894,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","10",,"Ground heat flux","*","W m-2","Deprecated"
895,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","11",,"Moisture availability",,"%","Operational"
896,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","12",,"Exchange coefficient",,"kg m-2 s-1","Operational"
897,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","13",,"Plant canopy surface water",,"kg m-2","Operational"
898,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","14",,"Blackadar’s mixing length scale",,"m","Operational"
899,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","15",,"Canopy conductance",,"m/s","Operational"
900,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","16",,"Minimal stomatal resistance",,"s/m","Operational"
901,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","17",,"Wilting point","*","Proportion","Deprecated"
902,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","18",,"Solar parameter in canopy conductance",,"Proportion","Operational"
903,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","19",,"Temperature parameter in canopy",,"Proportion","Operational"
904,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","20",,"Humidity parameter in canopy conductance",,"Proportion","Operational"
905,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","21",,"Soil moisture parameter in canopy conductance",,"Proportion","Operational"
906,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","22",,"Soil moisture","***","kg m-3","Deprecated"
907,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","23",,"Column-integrated soil water","***","kg m-2","Deprecated"
908,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","24",,"Heat flux",,"W m-2","Operational"
909,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","25",,"Volumetric soil moisture",,"m3 m-3","Operational"
910,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","26",,"Wilting point",,"kg m-3","Operational"
911,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","27",,"Volumetric wilting point",,"m3 m-3","Operational"
912,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","28",,"Leaf area index",,"Numeric","Operational"
913,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","29",,"Evergreen forest cover",,"Proportion","Operational"
914,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","30",,"Deciduous forest cover",,"Proportion","Operational"
915,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","31",,"Normalized differential vegetation index (NDVI)",,"Numeric","Operational"
916,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","32",,"Root depth of vegetation",,"m","Operational"
917,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","33",,"Water runoff and drainage","****","kg m-2","Operational"
918,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","34",,"Surface water runoff","****","kg m-2","Operational"
919,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","35",,"Tile class",,"Code table 4.243","Operational"
920,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","36",,"Tile fraction",,"Proportion","Operational"
921,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","37",,"Tile percentage",,"%","Operational"
922,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","38",,"Soil volumetric ice content (water equivalent)","(see Note)","m3 m-3","Operational"
923,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","39-191",,"Reserved",,,"Operational"
924,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","192-254",,"Reserved for local use",,,"Operational"
925,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","255",,"Missing",,,"Operational"
926,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","0",,"Soil type",,"(Code table 4.213)","Operational"
927,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","1",,"Upper layer soil temperature","*","K","Deprecated"
928,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","2",,"Upper layer soil moisture","*","kg m-3","Deprecated"
929,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","3",,"Lower layer soil moisture","*","kg m-3","Deprecated"
930,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","4",,"Bottom layer soil temperature","*","K","Deprecated"
931,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","5",,"Liquid volumetric soil moisture (non-frozen)","**","Proportion","Deprecated"
932,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","6",,"Number of soil layers in root zone",,"Numeric","Operational"
933,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","7",,"Transpiration stress-onset (soil moisture)","**","Proportion","Deprecated"
934,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","8",,"Direct evaporation cease (soil moisture)","**","Proportion","Deprecated"
935,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","9",,"Soil porosity","**","Proportion","Deprecated"
936,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","10",,"Liquid volumetric soil moisture (non-frozen)",,"m3 m-3","Operational"
937,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","11",,"Volumetric transpiration stress-onset (soil moisture)",,"m3 m-3","Operational"
938,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","12",,"Transpiration stress-onset (soil moisture)",,"kg m-3","Operational"
939,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","13",,"Volumetric direct evaporation cease (soil moisture)",,"m3 m-3","Operational"
940,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","14",,"Direct evaporation cease (soil moisture)",,"kg m-3","Operational"
941,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","15",,"Soil porosity",,"m3 m-3","Operational"
942,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","16",,"Volumetric saturation of soil moisture",,"m3 m-3","Operational"
943,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","17",,"Saturation of soil moisture",,"kg m-3","Operational"
944,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","18",,"Soil temperature",,"K","Operational"
945,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","19",,"Soil moisture",,"kg m-3","Operational"
946,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","20",,"Column-integrated soil moisture",,"kg m-2","Operational"
947,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","21",,"Soil ice",,"kg m-3","Operational"
948,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","22",,"Column-integrated soil ice",,"kg m-2","Operational"
949,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","23",,"Liquid water in snow pack",,"kg m-2","Operational"
950,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","24",,"Frost index",,"K day-1","Operational"
951,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","25",,"Snow depth at elevation bands",,"kg m-2","Operational"
952,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","26",,"Soil heat flux",,"W m-2","Operational"
953,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","27",,"Soil depth",,"m","Operational"
954,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","28-191",,"Reserved",,,"Operational"
955,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","192-254",,"Reserved for local use",,,"Operational"
956,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","255",,"Missing",,,"Operational"
957,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 4: fire weather products","0",,"Fire outlook",,"Code table 4.224","Operational"
958,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 4: fire weather products","1",,"Fire outlook due to dry thunderstorm",,"Code table 4.224","Operational"
959,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 4: fire weather products","2",,"Haines index",,"Numeric","Operational"
960,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 4: fire weather products","3",,"Fire burned area",,"%","Operational"
961,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 4: fire weather products","4",,"Fosberg index","*","Numeric","Operational"
962,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 4: fire weather products","5",,"Forest Fire Weather Index (Canadian Forest Service)",,"Numeric","Operational"
963,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 4: fire weather products","6",,"Fine Fuel Moisture Code (Canadian Forest Service)",,"Numeric","Operational"
964,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 4: fire weather products","7",,"Duff Moisture Code (Canadian Forest Service)",,"Numeric","Operational"
965,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 4: fire weather products","8",,"Drought Code (Canadian Forest Service)",,"Numeric","Operational"
966,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 4: fire weather products","9",,"Initial Fire Spread Index (Canadian Forest Service)",,"Numeric","Operational"
967,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 4: fire weather products","10",,"Fire Buildup Index (Canadian Forest Service)",,"Numeric","Operational"
968,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 4: fire weather products","11",,"Fire Daily Severity Rating (Canadian Forest Service)",,"Numeric","Operational"
969,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 4: fire weather products","12-191",,"Reserved",,,"Operational"
970,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 4: fire weather products","192-254",,"Reserved for local use",,,"Operational"
971,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 4: fire weather products","255",,"Missing",,,"Operational"
972,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 5: glaciers and inland ice","1",,"Glacier temperature",,"K","Operational"
973,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 0: image format products","0",,"Scaled radiance",,"Numeric","Operational"
974,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 0: image format products","1",,"Scaled albedo",,"Numeric","Operational"
975,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 0: image format products","2",,"Scaled brightness temperature",,"Numeric","Operational"
976,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 0: image format products","3",,"Scaled precipitable water",,"Numeric","Operational"
977,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 0: image format products","4",,"Scaled lifted index",,"Numeric","Operational"
978,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 0: image format products","5",,"Scaled cloud top pressure",,"Numeric","Operational"
979,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 0: image format products","6",,"Scaled skin temperature",,"Numeric","Operational"
980,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 0: image format products","7",,"Cloud mask",,"Code table 4.217","Operational"
981,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 0: image format products","8",,"Pixel scene type",,"Code table 4.218","Operational"
982,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 0: image format products","9",,"Fire detection indicator",,"Code table 4.223","Operational"
983,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 0: image format products","10-191",,"Reserved",,,"Operational"
984,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 0: image format products","192-254",,"Reserved for local use",,,"Operational"
985,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 0: image format products","255",,"Missing",,,"Operational"
986,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 1: quantitative products","0",,"Estimated precipitation",,"kg m-2","Operational"
987,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 1: quantitative products","1",,"Instantaneous rain rate",,"kg m-2 s-1","Operational"
988,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 1: quantitative products","2",,"Cloud top height",,"m","Operational"
989,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 1: quantitative products","3",,"Cloud top height quality indicator",,"Code table 4.219","Operational"
990,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 1: quantitative products","4",,"Estimated u-component of wind",,"m/s","Operational"
991,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 1: quantitative products","5",,"Estimated v-component of wind",,"m/s","Operational"
992,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 1: quantitative products","6",,"Number of pixel used",,"Numeric","Operational"
993,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 1: quantitative products","7",,"Solar zenith angle",,"deg","Operational"
994,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 1: quantitative products","8",,"Relative azimuth angle",,"deg","Operational"
995,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 1: quantitative products","9",,"Reflectance in 0.6 micron channel",,"%","Operational"
996,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 1: quantitative products","10",,"Reflectance in 0.8 micron channel",,"%","Operational"
997,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 1: quantitative products","11",,"Reflectance in 1.6 micron channel",,"%","Operational"
998,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 1: quantitative products","12",,"Reflectance in 3.9 micron channel",,"%","Operational"
999,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 1: quantitative products","13",,"Atmospheric divergence",,"/s","Operational"
1000,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 1: quantitative products","14",,"Cloudy brightness temperature",,"K","Operational"
1001,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 1: quantitative products","15",,"Clear-sky brightness temperature",,"K","Operational"
1002,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 1: quantitative products","16",,"Cloudy radiance (with respect to wave number)",,"W m-1 sr-1","Operational"
1003,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 1: quantitative products","17",,"Clear-sky radiance (with respect to wave number)",,"W m-1 sr-1","Operational"
1004,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 1: quantitative products","18",,"Reserved",,,"Operational"
1006,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 1: quantitative products","19",,"Wind speed",,"m/s","Operational"
1007,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 1: quantitative products","20",,"Aerosol optical thickness at 0.635 μm",,,"Operational"
1008,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 1: quantitative products","21",,"Aerosol optical thickness at 0.810 μm",,,"Operational"
1009,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 1: quantitative products","22",,"Aerosol optical thickness at 1.640 μm",,,"Operational"
1010,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 1: quantitative products","23",,"Angstrom coefficient",,,"Operational"
1011,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 1: quantitative products","24-26",,"Reserved",,,"Operational"
1012,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 1: quantitative products","27",,"Bidirectional reflectance factor","(see Note 1)","Numeric","Operational"
1013,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 1: quantitative products","28",,"Brightness temperature",,"K","Operational"
1014,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 1: quantitative products","29",,"Scaled radiance","(see Note 2)","Numeric","Operational"
1015,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 1: quantitative products","30-191",,"Reserved",,,"Operational"
1016,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 1: quantitative products","192-254",,"Reserved for local use",,,"Operational"
1017,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 3 - Space products, parameter category 1: quantitative products","255",,"Missing",,,"Operational"
