"No","Title_en","OctetNo","Contents_en","Note_en","Status"
1001.00,"Product definition template 4.32 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","(28+11(nb-1))-(29+11(nb-1))","Instrument types of band nb (Code table defined by originating/generating centre)",,"Operational"
1002.00,"Product definition template 4.32 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","(30 +11(nb-1))","Scale factor of central wave number of band nb",,"Operational"
1003.00,"Product definition template 4.32 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","(31+11(nb-1))-(34+11(nb-1))","Scaled value of central wave number of band nb (units: m-1)",,"Operational"
1004.00,"Product definition template 4.33 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","10","Parameter category","(see Code table 4.1)","Operational"
1005.00,"Product definition template 4.33 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","11","Parameter number","(see Code table 4.2)","Operational"
1006.00,"Product definition template 4.33 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","12","Type of generating process","(see Code table 4.3)","Operational"
1007.00,"Product definition template 4.33 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","13","Background generating process identifier (defined by originating centre)",,"Operational"
1008.00,"Product definition template 4.33 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","14","Analysis or forecast generating process identifier",,"Operational"
1009.00,"Product definition template 4.33 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","15-16","Hours of observational data cut-off after reference time","(see Note)","Operational"
1010.00,"Product definition template 4.33 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","17","Minutes of observational data cut-off after reference time",,"Operational"
1011.00,"Product definition template 4.33 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","18","Indicator of unit of time range","(see Code table 4.4)","Operational"
1012.00,"Product definition template 4.33 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","19-22","Forecast time in units defined by octet 18",,"Operational"
1013.00,"Product definition template 4.33 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","23","Number of contributing spectral bands (NB)",,"Operational"
1014.00,"Product definition template 4.33 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data",,"24-   Repeat the following 11 octets for each contributing band (nb = 1, NB)",,"Operational"
1015.00,"Product definition template 4.33 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","(24+11(nb-1))-(25+11(nb-1))","Satellite series of band nb (code table defined by originating/generating centre)",,"Operational"
1016.00,"Product definition template 4.33 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","(26+11(nb-1))-(27+11(nb-1))","Satellite number of band nb (code table defined by originating/generating centre)",,"Operational"
1017.00,"Product definition template 4.33 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","(28+11(nb-1))-(29+11(nb-1))","Instrument types of band nb (code table defined by originating/generating centre)",,"Operational"
1018.00,"Product definition template 4.33 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","(30+11(nb-1))","Scale factor of central wave number of band nb",,"Operational"
1019.00,"Product definition template 4.33 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","(31+11(nb-1))-(34+11(nb-1))","Scaled value of central wave number of band nb (units: m-1)",,"Operational"
1020.00,"Product definition template 4.33 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","(24+11NB)","Type of ensemble forecast","(see Code table 4.6)","Operational"
1021.00,"Product definition template 4.33 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","(24+11NB+1)","Perturbation number",,"Operational"
1022.00,"Product definition template 4.33 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","(24+11NB+2)","Number of forecasts in ensemble",,"Operational"
1023.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","10","Parameter category","(see Code table 4.1)","Operational"
1024.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","11","Parameter number","(see Code table 4.2)","Operational"
1025.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","12","Type of generating process","(see Code table 4.3)","Operational"
1026.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","13","Background generating process identifier (defined by originating centre)",,"Operational"
1027.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","14","Analysis or forecast generating process identifier",,"Operational"
1028.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","15-16","Hours of observational data cut-off after reference time","(see Note 1)","Operational"
1029.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","17","Minutes of observational data cut-off after reference time",,"Operational"
1030.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","18","Indicator of unit of time range","(see Code table 4.4)","Operational"
1031.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","19-22","Forecast time in units defined by octet 18","(see Note 2)","Operational"
1032.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","23","Number of contributing spectral bands (NB)",,"Operational"
1033.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",,"24-   Repeat the following 11 octets for each contributing band (nb = 1, NB)",,"Operational"
1034.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(24+11(nb-1))-(25+11(nb-1))","Satellite series of band nb (code table defined by originating/generating centre)",,"Operational"
1035.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(26+11(nb-1))-(27+11(nb-1))","Satellite number of band nb (code table defined by originating/generating centre)",,"Operational"
1036.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(28+11(nb-1))-(29+11(nb-1))","Instrument types of band nb (code table defined by originating/generating centre)",,"Operational"
1037.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(30+11(nb-1))","Scale factor of central wave number of band nb",,"Operational"
1038.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(31+11(nb-1))-(34+11(nb-1))","Scaled value of central wave number of band nb (units: m-1)",,"Operational"
1039.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(24+11NB)","Type of ensemble forecast","(see Code table 4.6)","Operational"
1040.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(25+11NB)","Perturbation number",,"Operational"
1041.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(26+11NB)","Number of forecasts in ensemble",,"Operational"
1042.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(27+11NB)-(28+11NB)","Year of end of overall time interval",,"Operational"
1043.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(29+11NB)","Month of end of overall time interval",,"Operational"
1044.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(30+11NB)","Day of end of overall time interval",,"Operational"
1045.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(31+11NB)","Hour of end of overall time interval",,"Operational"
1046.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(32+11NB)","Minute of end of overall time interval",,"Operational"
1047.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(33+11NB)","Second of end of overall time interval",,"Operational"
1048.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(34+11NB)","n - number of time range specifications describing the time intervals used to calculate the statistically processed field",,"Operational"
1049.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(35+11NB)-(38+11NB)","Total number of data values missing in statistical process",,"Operational"
1050.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",,"(39+11NB)-   Repeat the following 12 octets for each time range spec (i = 1, n)",,"Operational"
1051.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(39+11NB+12(i-1))","Statistical process used to calculate the processed field from the field at each time increment during the time range","(see Code table 4.10)","Operational"
1052.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(40+11NB+12(i-1))","Type of time increment between successive fields used in the statistical processing","(see Code table 4.11)","Operational"
1053.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(41+11NB+12(i-1))","Indicator of unit of time for time range over which statistical processing is done","(see Code table 4.4)","Operational"
1054.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(42+11NB+12(i-1))-(45+11NB+12(i-1))","Length of the time range over which statistical processing is done, in units defined by the previous octet",,"Operational"
1055.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(46+11NB+12(i-1))","Indicator of unit of time for the increment between the successive fields used","(see Code table 4.4)","Operational"
1056.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(47+11NB+12(i-1))-(50+11NB+12(i-1))","Time increment between successive fields, in units defined by the previous octet","(see Notes 3 and 4)","Operational"
1069.00,"Product definition template 4.40 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","10","Parameter category","(see Code table 4.1)","Operational"
1070.00,"Product definition template 4.40 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","11","Parameter number","(see Code table 4.2)","Operational"
1071.00,"Product definition template 4.40 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","12-13","Atmospheric chemical constituent type","(see Code table 4.230)","Operational"
1072.00,"Product definition template 4.40 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","14","Type of generating process","(see Code table 4.3)","Operational"
1073.00,"Product definition template 4.40 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","15","Background generating process identifier (defined by originating centre)",,"Operational"
1074.00,"Product definition template 4.40 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","16","Analysis or forecast generating process identifier (defined by originating centre)",,"Operational"
1075.00,"Product definition template 4.40 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","17-18","Hours of observational data cut-off after reference time","(see Note)","Operational"
1076.00,"Product definition template 4.40 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","19","Minutes of observational data cut-off after reference time",,"Operational"
1077.00,"Product definition template 4.40 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","20","Indicator of unit of time range","(see Code table 4.4)","Operational"
1078.00,"Product definition template 4.40 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","21-24","Forecast time in units defined by octet 20",,"Operational"
1079.00,"Product definition template 4.40 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","25","Type of first fixed surface","(see Code table 4.5)","Operational"
1080.00,"Product definition template 4.40 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","26","Scale factor of first fixed surface",,"Operational"
1081.00,"Product definition template 4.40 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","27-30","Scaled value of first fixed surface",,"Operational"
1082.00,"Product definition template 4.40 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","31","Type of second fixed surface","(see Code table 4.5)","Operational"
1083.00,"Product definition template 4.40 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","32","Scale factor of second fixed surface",,"Operational"
1084.00,"Product definition template 4.40 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","33-36","Scaled value of second fixed surface",,"Operational"
1085.00,"Product definition template 4.41 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","10","Parameter category","(see Code table 4.1)","Operational"
1086.00,"Product definition template 4.41 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","11","Parameter number","(see Code table 4.2)","Operational"
1087.00,"Product definition template 4.41 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","12-13","Atmospheric chemical constituent type","(see Code table 4.230)","Operational"
1088.00,"Product definition template 4.41 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","14","Type of generating process","(see Code table 4.3)","Operational"
1089.00,"Product definition template 4.41 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","15","Background generating process identifier (defined by originating centre)",,"Operational"
1090.00,"Product definition template 4.41 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","16","Forecast generating process identifier (defined by originating centre)",,"Operational"
1091.00,"Product definition template 4.41 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","17-18","Hours after reference time of data cut-off","(see Note)","Operational"
1092.00,"Product definition template 4.41 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","19","Minutes after reference time of data cut-off",,"Operational"
1093.00,"Product definition template 4.41 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","20","Indicator of unit of time range","(see Code table 4.4)","Operational"
1094.00,"Product definition template 4.41 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","21-24","Forecast time in units defined by octet 20",,"Operational"
1095.00,"Product definition template 4.41 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","25","Type of first fixed surface","(see Code table 4.5)","Operational"
1096.00,"Product definition template 4.41 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","26","Scale factor of first fixed surface",,"Operational"
1097.00,"Product definition template 4.41 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","27-30","Scaled value of first fixed surface",,"Operational"
1098.00,"Product definition template 4.41 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","31","Type of second fixed surface","(see Code table 4.5)","Operational"
1099.00,"Product definition template 4.41 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","32","Scale factor of second fixed surface",,"Operational"
1100.00,"Product definition template 4.41 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","33-36","Scaled value of second fixed surface",,"Operational"
1101.00,"Product definition template 4.41 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","37","Type of ensemble forecast","(see Code table 4.6)","Operational"
1102.00,"Product definition template 4.41 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","38","Perturbation number",,"Operational"
1103.00,"Product definition template 4.41 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","39","Number of forecasts in ensemble",,"Operational"
1104.00,"Product definition template 4.42 - average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","10","Parameter category","(see Code table 4.1)","Operational"
1105.00,"Product definition template 4.42 - average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","11","Parameter number","(see Code table 4.2)","Operational"
1106.00,"Product definition template 4.42 - average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","12-13","Atmospheric chemical constituent type","(see Code table 4.230)","Operational"
1107.00,"Product definition template 4.42 - average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","14","Type of generating process","(see Code table 4.3)","Operational"
1108.00,"Product definition template 4.42 - average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","15","Background generating process identifier (defined by originating centre)",,"Operational"
1109.00,"Product definition template 4.42 - average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","16","Analysis or forecast generating process identifier (defined by originating centre)",,"Operational"
1110.00,"Product definition template 4.42 - average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","17-18","Hours after reference time of data cut-off","(see Note 1)","Operational"
1111.00,"Product definition template 4.42 - average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","19","Minutes after reference time of data cut-off",,"Operational"
1112.00,"Product definition template 4.42 - average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","20","Indicator of unit of time range","(see Code table 4.4)","Operational"
1113.00,"Product definition template 4.42 - average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","21-24","Forecast time in units defined by octet 20","(see Note 2)","Operational"
1114.00,"Product definition template 4.42 - average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","25","Type of first fixed surface","(see Code table 4.5)","Operational"
1115.00,"Product definition template 4.42 - average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","26","Scale factor of first fixed surface",,"Operational"
1116.00,"Product definition template 4.42 - average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","27-30","Scaled value of first fixed surface",,"Operational"
1117.00,"Product definition template 4.42 - average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","31","Type of second fixed surface","(see Code table 4.5)","Operational"
1118.00,"Product definition template 4.42 - average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","32","Scale factor of second fixed surface",,"Operational"
1119.00,"Product definition template 4.42 - average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","33-36","Scaled value of second fixed surface",,"Operational"
1120.00,"Product definition template 4.42 - average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","37-38","Year",,"Operational"
1121.00,"Product definition template 4.42 - average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","39","Month",,"Operational"
1122.00,"Product definition template 4.42 - average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","40","Day",,"Operational"
1123.00,"Product definition template 4.42 - average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","41","Hour",,"Operational"
1124.00,"Product definition template 4.42 - average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","42","Minute",,"Operational"
1125.00,"Product definition template 4.42 - average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","43","Second",,"Operational"
1126.00,"Product definition template 4.42 - average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","44","n - number of time range specifications describing the time intervals used to calculate the statistically processed field",,"Operational"
1127.00,"Product definition template 4.42 - average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","45-48","Total number of data values missing in statistical process",,"Operational"
1128.00,"Product definition template 4.42 - average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents",,"49-60   Specification of the outermost (or only) time range over which statistical processing is done",,"Operational"
1129.00,"Product definition template 4.42 - average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","49","Statistical process used to calculate the processed field from the field at each time increment during the time range","(see Code table 4.10)","Operational"
1130.00,"Product definition template 4.42 - average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","50","Type of time increment between successive fields used in the statistical processing","(see Code table 4.11)","Operational"
1131.00,"Product definition template 4.42 - average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","51","Indicator of unit of time for time range over which statistical processing is done","(see Code table 4.4)","Operational"
1132.00,"Product definition template 4.42 - average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","52-55","Length of the time range over which statistical processing is done, in units defined by the previous octet",,"Operational"
1133.00,"Product definition template 4.42 - average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","56","Indicator of unit of time for the increment between the successive fields used","(see Code table 4.4)","Operational"
1134.00,"Product definition template 4.42 - average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","57-60","Time increment between successive fields, in units defined by the previous octet","(see Notes 3 and 4)","Operational"
1135.00,"Product definition template 4.42 - average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents",,"61-nn   These octets are included only if n > 1, where nn = 48 + 12 x n",,"Operational"
1136.00,"Product definition template 4.42 - average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","61-72","As octets 49 to 60, next innermost step of processing",,"Operational"
1137.00,"Product definition template 4.42 - average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","73-nn","Additional time range specifications, included in accordance with the value of n. Contents as octets 49 to 60, repeated as necessary",,"Operational"
1138.00,"Product definition template 4.43 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","10","Parameter category","(see Code table 4.1)","Operational"
1139.00,"Product definition template 4.43 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","11","Parameter number","(see Code table 4.2)","Operational"
1140.00,"Product definition template 4.43 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","12-13","Atmospheric chemical constituent type","(see Code table 4.230)","Operational"
1141.00,"Product definition template 4.43 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","14","Type of generating process","(see Code table 4.3)","Operational"
1142.00,"Product definition template 4.43 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","15","Background generating process identifier (defined by originating centre)",,"Operational"
1143.00,"Product definition template 4.43 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","16","Forecast generating process identifier (defined by originating centre)",,"Operational"
1144.00,"Product definition template 4.43 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","17-18","Hours after reference time of data cut-off","(see Note 1)","Operational"
1145.00,"Product definition template 4.43 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents","19","Minutes after reference time of data cut-off",,"Operational"
