Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,UnitComments_en,Status
Contrail intensity,,0,,Contrail not present,,,Operational
Contrail intensity,,1,,Contrail present,,,Operational
Contrail intensity,,2-191,,Reserved,,,Operational
Contrail intensity,,192-254,,Reserved for local use,,,Operational
Contrail intensity,,255,,Missing,,,Operational
