Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status
Hovmöller-type grid with no averaging or other statistical processing,10,,Parameter category,(see Code table 4.1),,4.1,,Experimental
Hovmöller-type grid with no averaging or other statistical processing,11,,Parameter number,(see Code table 4.2),,4.2,,Experimental
Hovmöller-type grid with no averaging or other statistical processing,12,,Type of generating process,(see Code table 4.3),,4.3,,Experimental
Hovmöller-type grid with no averaging or other statistical processing,13,,Background generating process identifier (defined by originating centre),,,,,Experimental
Hovmöller-type grid with no averaging or other statistical processing,14,,Analysis or forecast generating process identifier (defined by originating centre),,,,,Experimental
Hovmöller-type grid with no averaging or other statistical processing,15-16,,Hours of observational data cut-off after reference time,(see Note 2),33,,,Experimental
Hovmöller-type grid with no averaging or other statistical processing,17,,Minutes of observational data cut-off after reference time,,,,,Experimental
Hovmöller-type grid with no averaging or other statistical processing,18,,Indicator of unit of time range,(see Code table 4.4),,4.4,,Experimental
Hovmöller-type grid with no averaging or other statistical processing,19-22,,Forecast time in units defined by octet 18,,,,,Experimental
Hovmöller-type grid with no averaging or other statistical processing,23,,Type of first fixed surface,(see Code table 4.5),,4.5,,Experimental
Hovmöller-type grid with no averaging or other statistical processing,24,,Scale factor of first fixed surface,,,,,Experimental
Hovmöller-type grid with no averaging or other statistical processing,25-28,,Scaled value of first fixed surface,,,,,Experimental
Hovmöller-type grid with no averaging or other statistical processing,29,,Type of second fixed surface,(see Code table 4.5),,4.5,,Experimental
Hovmöller-type grid with no averaging or other statistical processing,30,,Scale factor of second fixed surface,,,,,Experimental
Hovmöller-type grid with no averaging or other statistical processing,31-34,,Scaled value of second fixed surface,,,,,Experimental
