Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status
Numbering order of diamonds as seen from the corresponding pole,,1,0,Clockwise orientation,,,,Operational
Numbering order of diamonds as seen from the corresponding pole,,1,1,Anti-clockwise (i.e. counter-clockwise) orientation,,,,Operational
Numbering order of diamonds as seen from the corresponding pole,,2-8,,Reserved,,,,Operational
