Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status
Tile classes and groupings,,0,,Reserved,,,,Operational
Tile classes and groupings,,1,SEOC,Seas and oceans,,,,Operational
Tile classes and groupings,,2,INWB,Inland water bodies,,,,Operational
Tile classes and groupings,,3,BARE,Bare areas,,,,Operational
Tile classes and groupings,,4,HIV,High vegetation,,,,Operational
Tile classes and groupings,,5,LOV,Low vegetation,,,,Operational
Tile classes and groupings,,6,URBAN,Urban,,,,Operational
Tile classes and groupings,,7-1000, ,Reserved (see Note XXX: Reserved for intercomparison tile classes/groupings),,,,Operational
Tile classes and groupings,,1001,SEAO,Sea and oceans,,,,Operational
Tile classes and groupings,,1002,LAKE,Lakes,,,,Operational
Tile classes and groupings,,1003,RIVE,Rivers,,,,Operational
Tile classes and groupings,,1004,NO,Bare land,,,,Operational
Tile classes and groupings,,1005,ROCK,Bare rock,,,,Operational
Tile classes and groupings,,1006,SNOW,Permanent snow,,,,Operational
Tile classes and groupings,,1007,BOBD,Boreal broadleaf deciduous,,,,Operational
Tile classes and groupings,,1008,TEBD,Temperate broadleaf deciduous,,,,Operational
Tile classes and groupings,,1009,TRBD,Tropical broadleaf deciduous,,,,Operational
Tile classes and groupings,,1010,TEBE,Temperate broadleaf evergreen,,,,Operational
Tile classes and groupings,,1011,TRBE,Tropical broadleaf evergreen,,,,Operational
Tile classes and groupings,,1012,BONE,Boreal needleleaf evergreen,,,,Operational
Tile classes and groupings,,1013,TENE,Temperate needleleaf evergreen,,,,Operational
Tile classes and groupings,,1014,BOND,Boreal needleleaf deciduous,,,,Operational
Tile classes and groupings,,1015,SHRB,Shrubs,,,,Operational
Tile classes and groupings,,1016,BOGR,Boreal grassland,,,,Operational
Tile classes and groupings,,1017,GRAS,Temperate grassland,,,,Operational
Tile classes and groupings,,1018,TROG,Tropical grassland,,,,Operational
Tile classes and groupings,,1019,C3W,Winter C3 crops,,,,Operational
Tile classes and groupings,,1020,C3S,Summer C3 crops,,,,Operational
Tile classes and groupings,,1021,C4,C4 crops,,,,Operational
Tile classes and groupings,,1022,FLTR,Flooded trees,,,,Operational
Tile classes and groupings,,1023,FLGR,Flooded grassland,,,,Operational
Tile classes and groupings,,1024,LCZ1,Local climate zone 1: compact high-rise (buildings),,,,Operational
Tile classes and groupings,,1025,LCZ2,Local climate zone 2: compact midrise (buildings),,,,Operational
Tile classes and groupings,,1026,LCZ3,Local climate zone 3: compact low-rise (buildings),,,,Operational
Tile classes and groupings,,1027,LCZ4,Local climate zone 4: open high-rise (buildings),,,,Operational
Tile classes and groupings,,1028,LCZ5,Local climate zone 5: open midrise (buildings),,,,Operational
Tile classes and groupings,,1029,LCZ6,Local climate zone 6: open low-rise (buildings),,,,Operational
Tile classes and groupings,,1030,LCZ7,Local climate zone 7: lightweight low-rise (buildings),,,,Operational
Tile classes and groupings,,1031,LCZ8,Local climate zone 8: large low-rise (buildings),,,,Operational
Tile classes and groupings,,1032,LCZ9,Local climate zone 9: sparsely built (buildings),,,,Operational
Tile classes and groupings,,1033,LCZ10,Local climate zone 10: heavy industry (buildings),,,,Operational
Tile classes and groupings,,1034,TEBDU,Urban temperate broadleaf deciduous,,,,Operational
Tile classes and groupings,,1035,TRBDU,Urban tropical broadleaf deciduous,,,,Operational
Tile classes and groupings,,1036,TEBEU,Urban temperate broadleaf evergreen,,,,Operational
Tile classes and groupings,,1037,TRBEU,Urban tropical broadleaf evergreen,,,,Operational
Tile classes and groupings,,1038,BONEU,Urban boreal needleleaf evergreen,,,,Operational
Tile classes and groupings,,1039,TENEU,Urban temperate needleleaf evergreen,,,,Operational
Tile classes and groupings,,1040,BONDU,Urban boreal needleleaf deciduous,,,,Operational
Tile classes and groupings,,1041-1500, ,Reserved (see Note XXX: Reserved for tile class entries for tile models using the ECOCLIMAP-SG land cover survey),,,,Operational
Tile classes and groupings,,1501, ,Nature grouping (NO + ROCK + SNOW + BOBD + TEBD + TRBD + TEBE + TRBE + BONE + TENE + BOND + SHRB + BOGR + GRAS + TROG + C3W + C3S + C4 + FLTR + FLGR),,,,Operational
Tile classes and groupings,,1502, ,Non-forest grouping (NO + ROCK + SNOW + BOGR + GRAS + TROG + C3W + C3S + C4 + FLTR + FLGR),,,,Operational
Tile classes and groupings,,1503, ,Forest grouping (BOBD + TEBD + TRBD + TEBE + TRBE + BONE + TENE + BOND + SHRB),,,,Operational
Tile classes and groupings,,1504, ,Non-vegetated grouping (NO + ROCK + SNOW),,,,Operational
Tile classes and groupings,,1505, ,Trees grouping (BOBD + TEBD + TRBD + TEBE + TRBE + BONE + TENE + BOND + SHRB + FLTR),,,,Operational
Tile classes and groupings,,1506, ,Low vegetation grouping (BOGR + GRAS + TROG + C3W + C3S + C4 + FLGR),,,,Operational
Tile classes and groupings,,1507, ,Non-flooded low vegetation grouping (BOGR + GRAS + TROG + C3W + C3S + C4),,,,Operational
Tile classes and groupings,,1508, ,Crops grouping (C3W + C3S + C4),,,,Operational
Tile classes and groupings,,1509, ,Grassland grouping (BOGR + GRAS + TROG),,,,Operational
Tile classes and groupings,,1510, ,Bare and rock grouping (NO + ROCK),,,,Operational
Tile classes and groupings,,1511, ,C3 crops grouping (C3W + C3S),,,,Operational
Tile classes and groupings,,1512, ,Broadleaf forest grouping (BOBD + TEBD + TRBD + TEBE + TRBE + SHRB),,,,Operational
Tile classes and groupings,,1513, ,Needleleaf forest grouping (BONE + TENE + BOND),,,,Operational
Tile classes and groupings,,1514, ,Deciduous broadleaf forest grouping (BOBD + TEBD + TRBD + TEBE + SHRB),,,,Operational
Tile classes and groupings,,1515, ,Temperate grassland grouping (BOGR + GRAS),,,,Operational
Tile classes and groupings,,1516, ,Non-forest (no FLTR) grouping (NO + ROCK + SNOW + BOGR + GRAS + TROG + C3W + C3S + C4 + FLGR),,,,Operational
Tile classes and groupings,,1517, ,Broadleaf forest (with FLTR) grouping (BOBD + TEBD + TRBD + TEBE + TRBE + SHRB + FLTR),,,,Operational
Tile classes and groupings,,1518, ,Broadleaf trees grouping (BOBD + TEBD + TRBD + TEBE + TRBE + FLTR),,,,Operational
Tile classes and groupings,,1519, ,C3/C4 grasslands grouping (BOGR + GRAS + FLGR),,,,Operational
Tile classes and groupings,,1520, ,Broadleaf deciduous trees grouping (BOBD + TEBD + TRBD + FLTR),,,,Operational
Tile classes and groupings,,1521, ,Broadleaf evergreen trees grouping (TEBE + TRBE),,,,Operational
Tile classes and groupings,,1522, ,Needleleaf evergreen trees grouping (BONE + TENE),,,,Operational
Tile classes and groupings,,1523, ,LCZ or urban grouping (LCZ1 + LCZ2 + LCZ3 + LCZ4 + LCZ5 + LCZ6 + LCZ7 + LCZ8 + LCZ9 + LCZ10),,,,Operational
Tile classes and groupings,,1524, ,Inland water grouping (LAKE + RIVE),,,,Operational
Tile classes and groupings,,1525, ,Urban parks and gardens TEBD grouping (NO + GRAS + TEBDU),,,,Operational
Tile classes and groupings,,1526, ,Urban parks and gardens TRBD grouping (NO + GRAS + TRBDU),,,,Operational
Tile classes and groupings,,1527, ,Urban parks and gardens TEBE grouping (NO + GRAS + TEBEU),,,,Operational
Tile classes and groupings,,1528, ,Urban parks and gardens TRBE grouping (NO + GRAS + TRBEU),,,,Operational
Tile classes and groupings,,1529, ,Urban parks and gardens BONE grouping (NO + GRAS + BONEU),,,,Operational
Tile classes and groupings,,1530, ,Urban parks and gardens TENE grouping (NO + GRAS + TENEU),,,,Operational
Tile classes and groupings,,1531, ,Urban parks and gardens BOND grouping (NO + GRAS + BONDU),,,,Operational
Tile classes and groupings,,1532-2000, ,Reserved (see Note XXX: Reserved for tile grouping entries for tile models using the ECOCLIMAP-SG land cover survey),,,,Operational
Tile classes and groupings,,2001,CRMF,"Crops, mixed farming",,,,Operational
Tile classes and groupings,,2002,SHGR,Short grass,,,,Operational
Tile classes and groupings,,2003,EVNE,Evergreen needleleaf trees,,,,Operational
Tile classes and groupings,,2004,DENE,Deciduous needleleaf trees,,,,Operational
Tile classes and groupings,,2005,DEBR,Deciduous broadleaf trees,,,,Operational
Tile classes and groupings,,2006,EVBR,Evergreen broadleaf trees,,,,Operational
Tile classes and groupings,,2007,TAGR,Tall grass,,,,Operational
Tile classes and groupings,,2008,DESE,Desert,,,,Operational
Tile classes and groupings,,2009,TUND,Tundra,,,,Operational
Tile classes and groupings,,2010,IRCR,Irrigated crops,,,,Operational
Tile classes and groupings,,2011,SEDE,Semidesert,,,,Operational
Tile classes and groupings,,2012,ICGL,Ice caps and glaciers,,,,Operational
Tile classes and groupings,,2013,BOMA,Bogs and marshes,,,,Operational
Tile classes and groupings,,2014,INWA,Inland water,,,,Operational
Tile classes and groupings,,2015,OCEA,Ocean,,,,Operational
Tile classes and groupings,,2016,EVSH,Evergreen shrubs,,,,Operational
Tile classes and groupings,,2017,DESH,Deciduous shrubs,,,,Operational
Tile classes and groupings,,2018,MFWO,Mixed forest/woodland,,,,Operational
Tile classes and groupings,,2019,INFO,Interrupted forest,,,,Operational
Tile classes and groupings,,2020,WLMI,Water and land mixtures,,,,Operational
Tile classes and groupings,,2021,BASO,Bare soil,,,,Operational
Tile classes and groupings,,2022,URBA,Urban,,,,Operational
Tile classes and groupings,,2023,LORI,Low-rise building,,,,Operational
Tile classes and groupings,,2024,HIRI,High-rise building,,,,Operational
Tile classes and groupings,,2025-2500, ,Reserved (see Note XXX: Reserved for tile class entries for tile models using the GLCC v2.0 BATS Classification survey),,,,Operational
Tile classes and groupings,,2501, ,Low vegetation grouping (CRMF + SHGR + TAGR + TUND + IRCR + SEDE + BOMA + EVSH + DESH + WLMI),,,,Operational
Tile classes and groupings,,2502, ,High vegetation grouping (EVNE + DENE + DEBR + EVBR + MFWO + INFO),,,,Operational
Tile classes and groupings,,2503-3000, ,Reserved (see Note XXX: Reserved for tile grouping entries for tile models using the GLCC v2.0 BATS Classification survey),,,,Operational
Tile classes and groupings,,3001,PFIC,Post-flooding or irrigated croplands,,,,Operational
Tile classes and groupings,,3002,RACR,Rainfed croplands,,,,Operational
Tile classes and groupings,,3003,MCVE,"Mosaic cropland (50-70%) / vegetation (grassland, shrubland, forest) (20-50%)",,,,Operational
Tile classes and groupings,,3004,MVCR,"Mosaic vegetation (grassland, shrubland, forest) (50-70%) / cropland (20-50%)",,,,Operational
Tile classes and groupings,,3005,COBS,Closed to open (>15%) broadleaved evergreen and/or semi-deciduous forest (>5m),,,,Operational
Tile classes and groupings,,3006,CLBD,Closed (>40%) broadleaved deciduous forest (>5m),,,,Operational
Tile classes and groupings,,3007,OPBD,Open (15-40%) broadleaved deciduous forest (>5m),,,,Operational
Tile classes and groupings,,3008,CLNE,Closed (>40%) needleleaved evergreen forest (>5m),,,,Operational
Tile classes and groupings,,3009,ONDE,Open (15-40%) needleleaved deciduous or evergreen forest (>5m),,,,Operational
Tile classes and groupings,,3010,COBN,Closed to open (>15%) mixed broadleaved and needleleaved forest (>5m),,,,Operational
Tile classes and groupings,,3011,MFSG,Mosaic forest/shrubland (50-70%) / grassland (20-50%),,,,Operational
Tile classes and groupings,,3012,MGFS,Mosaic grassland (50-70%) / forest / shrubland (20-50%),,,,Operational
Tile classes and groupings,,3013,COSH,Closed to open (>15%) shrubland (<5m),,,,Operational
Tile classes and groupings,,3014,COHV,Closed to open (>15%) herbaceous vegetation,,,,Operational
Tile classes and groupings,,3015,SPVE,"Sparse (<15%) vegetation (woody vegetation, shrubs, grassland)",,,,Operational
Tile classes and groupings,,3016,COBFF,Closed to open (>15%) broadleaved forest regularly flooded (semi-permanently or temporarily) - fresh or brackish water,,,,Operational
Tile classes and groupings,,3017,CLBFF,Closed (>40%) broadleaved forest or shrubland permanently flooded - saline or brackish water,,,,Operational
Tile classes and groupings,,3018,COVEF,"Closed to open (>15%) vegetation (grassland, shrubland, woody vegetation) on regularly flooded or waterlogged soil - fresh, brackish or saline water",,,,Operational
Tile classes and groupings,,3019,ASAA,Artificial surfaces and associated areas (urban areas >50%),,,,Operational
Tile classes and groupings,,3020,BAAR,Bare areas,,,,Operational
