Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status
Grid point data - simple packing with logarithm pre-processing,12-15,4,Reference value (R) (IEEE 32-bit floating-point value),,,,,Experimental
Grid point data - simple packing with logarithm pre-processing,16-17,2,Binary scale factor (E),,,,,Experimental
Grid point data - simple packing with logarithm pre-processing,18-19,2,Decimal scale factor (D),,,,,Experimental
Grid point data - simple packing with logarithm pre-processing,20,1,Number of bits used for each packed value,,,,,Experimental
Grid point data - simple packing with logarithm pre-processing,21-24,4,Pre-processing parameter (B) (IEEE 32-bit floating-point value),,,,,Experimental
