Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status
"Post-processing individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",10,1,Parameter category,(see Code table 4.1),,4.1,,Operational
"Post-processing individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",11,1,Parameter number,(see Code table 4.2),,4.2,,Operational
"Post-processing individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",12-13,2,Input process identifier,,,,,Operational
"Post-processing individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",14-15,2,Input originating centre,(see Common Code table C-11),,,,Operational
"Post-processing individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",16,1,Type of post-processing,,,,,Operational
"Post-processing individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",17,1,Type of generating process,(see Code table 4.3),,4.3,,Operational
"Post-processing individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",18,1,Background generating process identifier (defined by originating centre),,,,,Operational
"Post-processing individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",19,1,Analysis or forecast generating process identifier (defined by originating centre),,,,,Operational
"Post-processing individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",20-21,2,Hours of observational data cut-off after reference time,,,,,Operational
"Post-processing individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",22,1,Minutes of observational data cut-off after reference time,,,,,Operational
"Post-processing individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",23,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational
"Post-processing individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",24-27,4,Forecast time in units defined by previous octet,,,,,Operational
"Post-processing individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",28,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational
"Post-processing individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",29,1,Scale factor of first fixed surface,,,,,Operational
"Post-processing individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",30-33,4,Scaled value of first fixed surface,,,,,Operational
"Post-processing individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",34,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational
"Post-processing individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",35,1,Scale factor of second fixed surface,,,,,Operational
"Post-processing individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",36-39,4,Scaled value of second fixed surface,,,,,Operational
"Post-processing individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",40,1,Type of ensemble forecast,(see Code table 4.6),,4.6,,Operational
"Post-processing individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",41-44,4,Perturbation number,,,,,Operational
"Post-processing individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",45-48,4,Number of forecasts in ensemble,,,,,Operational
"Post-processing individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",49-50,2,Year of model version date,,,,,Operational
"Post-processing individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",51,1,Month of model version date,,,,,Operational
"Post-processing individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",52,1,Day of model version date,,,,,Operational
"Post-processing individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",53,1,Hour of model version date,,,,,Operational
"Post-processing individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",54,1,Minute of model version date,,,,,Operational
"Post-processing individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",55,1,Second of model version date,,,,,Operational
