Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",0,,"Land cover (0 = sea, 1 = land)",,,Proportion,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",1,,Surface roughness,,,m,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",2,,Soil temperature,"(see Note 3)",8,K,Deprecated
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",3,,Soil moisture content,"(see Note 1)",1,kg m-2,Deprecated
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",4,,Vegetation,,,%,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",5,,Water runoff,,,kg m-2,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",6,,Evapotranspiration,(see Note 6),90,kg-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",7,,Model terrain height,,,m,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",8,,Land use,,,(Code table 4.212),Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",9,,Volumetric soil moisture content,(see Note 2),3,Proportion,Deprecated
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",10,,Ground heat flux,"(see Note 1)",1,W m-2,Deprecated
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",11,,Moisture availability,,,%,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",12,,Exchange coefficient,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",13,,Plant canopy surface water,,,kg m-2,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",14,,Blackadar’s mixing length scale,,,m,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",15,,Canopy conductance,,,m/s,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",16,,Minimal stomatal resistance,,,s/m,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",17,,Wilting point,"(see Note 1)",1,Proportion,Deprecated
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",18,,Solar parameter in canopy conductance,,,Proportion,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",19,,Temperature parameter in canopy,,,Proportion,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",20,,Humidity parameter in canopy conductance,,,Proportion,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",21,,Soil moisture parameter in canopy conductance,,,Proportion,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",22,,Soil moisture,"(see Note 3)",8,kg m-3,Deprecated
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",23,,Column-integrated soil water,"(see Note 3)",8,kg m-2,Deprecated
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",24,,Heat flux,,,W m-2,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",25,,Volumetric soil moisture,,,m3 m-3,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",26,,Wilting point,,,kg m-3,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",27,,Volumetric wilting point,,,m3 m-3,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",28,,Leaf area index,,,Numeric,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",29,,Evergreen forest cover,,,Proportion,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",30,,Deciduous forest cover,,,Proportion,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",31,,Normalized differential vegetation index (NDVI),,,Numeric,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",32,,Root depth of vegetation,,,m,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",33,,Water runoff and drainage,(see Note 4),6,kg m-2,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",34,,Surface water runoff,(see Note 4),6,kg m-2,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",35,,Tile class,,,(Code table 4.243),Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",36,,Tile fraction,,,Proportion,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",37,,Tile percentage,,,%,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",38,,Soil volumetric ice content (water equivalent),(see Note 5),51,m3 m-3,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",39,,Evapotranspiration rate,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",40,,Potential evapotranspiration rate,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",41,,Snow melt rate,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",42,,Water runoff and drainage rate,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",43,,Drainage direction,,,(Code table 4.250),Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",44,,Upstream area,,,m2,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",45,,Wetland cover,,,Proportion,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",46,,Wetland type,,,(Code table 4.239),Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",47,,Irrigation cover,,,Proportion,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",48,,C4 crop cover,(see Note 7),125,Proportion,Operational
Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass",49,,C4 grass cover,(see Note 7),125,Proportion,Operational
