Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status
Radar data quality flags,,0,,Normal operating data,,,,Operational
Radar data quality flags,,1,,No data,(see Note 1),176,,Operational
Radar data quality flags,,2,,Undetected,(see Note 2),177,,Operational
Radar data quality flags,,3,,Implausible data/outliers,(see Note 3),178,,Operational
Radar data quality flags,,4,,Beam overshooting,,,,Operational
Radar data quality flags,,5,,Beam blocking,,,,Operational
Radar data quality flags,,6,,Ground clutter,,,,Operational
Radar data quality flags,,7,,Sea clutter,,,,Operational
Radar data quality flags,,8,,Beam attenuation,,,,Operational
Radar data quality flags,,9,,Wet radome attenuation,,,,Operational
Radar data quality flags,,10,,Wind turbines,,,,Operational
Radar data quality flags,,11,,Insects/birds,,,,Operational
Radar data quality flags,,12,,Ships/aircrafts,,,,Operational
Radar data quality flags,,13-189,,Reserved,,,,Operational
Radar data quality flags,,192-254,,Reserved for local use,,,,Operational
Radar data quality flags,,255,,Missing,,,,Operational
