Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status
Grid point data - complex packing and spatial differencing,12-47,36,Same as data representation template 5.2,,,,,Operational
Grid point data - complex packing and spatial differencing,48,1,Order of spatial differencing,(see Code table 5.6),,5.6,,Operational
Grid point data - complex packing and spatial differencing,49,1,Number of octets required in the data section to specify extra descriptors needed for spatial differencing (octets 6-ww in data template 7.3),,,,,Operational
