Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status
Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,10,1,Parameter category,(see Code table 4.1),,4.1,,Operational
Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,11,1,Parameter number,(see Code table 4.2),,4.2,,Operational
Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,12,1,Type of wave period interval,(see Code table 4.91),,4.91,,Operational
Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,13,1,Scale factor of lower wave period limit,,,,,Operational
Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,14-17,4,Scaled value of lower wave period limit,(see Note 1),163,,,Operational
Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,18,1,Scale factor of upper wave period limit,,,,,Operational
Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,19-22,4,Scaled value of upper wave period limit,(see Note 1),163,,,Operational
Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,23,1,Type of generating process,(see Code table 4.3),,4.3,,Operational
Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,24,1,Background generating process identifier (defined by originating centre),,,,,Operational
Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,25,1,Analysis or forecast generating process identifier (defined by originating centre),,,,,Operational
Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,26-27,2,Hours of observational data cut-off after reference time,(see Note 2),33,,,Operational
Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,28,1,Minutes of observational data cut-off after reference time,,,,,Operational
Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,29,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational
Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,30-33,4,Forecast time in units defined by previous octet,,,,,Operational
Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,34,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational
Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,35,1,Scale factor of first fixed surface,,,,,Operational
Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,36-39,4,Scaled value of first fixed surface,,,,,Operational
Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,40,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational
Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,41,1,Scale factor of second fixed surface,,,,,Operational
Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,42-45,4,Scaled value of second fixed surface,,,,,Operational
Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,46-47,2,Year - time of end of overall time interval,,,,,Operational
Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,48,1,Month - time of end of overall time interval,,,,,Operational
Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,49,1,Day - time of end of overall time interval,,,,,Operational
Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,50,1,Hour - time of end of overall time interval,,,,,Operational
Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,51,1,Minute - time of end of overall time interval,,,,,Operational
Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,52,1,Second - time of end of overall time interval,,,,,Operational
Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,53,1,n - number of time range specifications describing the time intervals used to calculate the statistically processed field,,,,,Operational
Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,54-57,4,Total number of data values missing in statistical process,,,,,Operational
Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,,,58-69   Specification of the outermost (or only) time range over which statistical processing is done,,,,,Operational
Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,58,1,Statistical process used to calculate the processed field from the field at each time increment during the time range,(see Code table 4.10),,4.10,,Operational
Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,59,1,Type of time increment between successive fields used in the statistical processing,(see Code table 4.11),,4.11,,Operational
Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,60,1,Indicator of unit of time for time range over which statistical processing is done,(see Code table 4.4),,4.4,,Operational
Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,61-64,4,"Length of the time range over which statistical processing is done, in units defined by the previous octet",,,,,Operational
Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,65,1,Indicator of unit of time for the increment between the successive fields used,(see Code table 4.4),,4.4,,Operational
Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,66-69,4,"Time increment between successive fields, in units defined by the previous octet",(see Notes 3 and 4),"7,96",,,Operational
