Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status
analysis or forecast at a horizontal level or in a horizontal layer at a point in time for aerosol,10,1,Parameter category,(see Code table 4.1),,4.1,,Deprecated
analysis or forecast at a horizontal level or in a horizontal layer at a point in time for aerosol,11,1,Parameter number,(see Code table 4.2),,4.2,,Deprecated
analysis or forecast at a horizontal level or in a horizontal layer at a point in time for aerosol,12-13,2,Aerosol type,(see Code table 4.233),,4.233,,Deprecated
analysis or forecast at a horizontal level or in a horizontal layer at a point in time for aerosol,14,1,Type of interval for first and second sizes,(see Code table 4.91),,4.91,,Deprecated
analysis or forecast at a horizontal level or in a horizontal layer at a point in time for aerosol,15,1,Scale factor of first size,,,,,Deprecated
analysis or forecast at a horizontal level or in a horizontal layer at a point in time for aerosol,16-19,4,Scaled value of first size in metres,,,,,Deprecated
analysis or forecast at a horizontal level or in a horizontal layer at a point in time for aerosol,20,1,Scale factor of second size,,,,,Deprecated
analysis or forecast at a horizontal level or in a horizontal layer at a point in time for aerosol,21-24,4,Scaled value of second size in metres,,,,,Deprecated
analysis or forecast at a horizontal level or in a horizontal layer at a point in time for aerosol,25,1,Type of generating process,(see Code table 4.3),,4.3,,Deprecated
analysis or forecast at a horizontal level or in a horizontal layer at a point in time for aerosol,26,1,Background generating process identifier (defined by originating centre),,,,,Deprecated
analysis or forecast at a horizontal level or in a horizontal layer at a point in time for aerosol,27,1,Analysis or forecast generating process identifier (defined by originating centre),,,,,Deprecated
analysis or forecast at a horizontal level or in a horizontal layer at a point in time for aerosol,28-29,2,Hours of observational data cut-off after reference time,(see Note 1),33,,,Deprecated
analysis or forecast at a horizontal level or in a horizontal layer at a point in time for aerosol,30,1,Minutes of observational data cut-off after reference time,,,,,Deprecated
analysis or forecast at a horizontal level or in a horizontal layer at a point in time for aerosol,31,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Deprecated
analysis or forecast at a horizontal level or in a horizontal layer at a point in time for aerosol,32-33,2,Forecast time in units defined by octet 31,,,,,Deprecated
analysis or forecast at a horizontal level or in a horizontal layer at a point in time for aerosol,34,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Deprecated
analysis or forecast at a horizontal level or in a horizontal layer at a point in time for aerosol,35,1,Scale factor of first fixed surface,,,,,Deprecated
analysis or forecast at a horizontal level or in a horizontal layer at a point in time for aerosol,36-39,4,Scaled value of first fixed surface,,,,,Deprecated
analysis or forecast at a horizontal level or in a horizontal layer at a point in time for aerosol,40,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Deprecated
analysis or forecast at a horizontal level or in a horizontal layer at a point in time for aerosol,41,1,Scale factor of second fixed surface,,,,,Deprecated
analysis or forecast at a horizontal level or in a horizontal layer at a point in time for aerosol,42-45,4,Scaled value of second fixed surface,,,,,Deprecated
