Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status
Grid point data - Portable Network Graphics (PNG) format,12-15,,Reference value (R) (IEEE 32-bit floating-point value),,,,,Operational
Grid point data - Portable Network Graphics (PNG) format,16-17,,Binary scale factor (E),,,,,Operational
Grid point data - Portable Network Graphics (PNG) format,18-19,,Decimal scale factor (D),,,,,Operational
Grid point data - Portable Network Graphics (PNG) format,20,,Number of bits required to hold the resulting scaled and referenced data values (i.e. depth of the image),(see Note 2),62,,,Operational
Grid point data - Portable Network Graphics (PNG) format,21,,Type of original field values,(see Code table 5.1),,5.1,,Operational
