Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status
Lambert conformal,15,1,Shape of the Earth,(see Code table 3.2),,3.2,,Operational
Lambert conformal,16,1,Scale factor of radius of spherical Earth,,,,,Operational
Lambert conformal,17-20,4,Scaled value of radius of spherical Earth,,,,,Operational
Lambert conformal,21,1,Scale factor of major axis of oblate spheroid Earth,,,,,Operational
Lambert conformal,22-25,4,Scaled value of major axis of oblate spheroid Earth,,,,,Operational
Lambert conformal,26,1,Scale factor of minor axis of oblate spheroid Earth,,,,,Operational
Lambert conformal,27-30,4,Scaled value of minor axis of oblate spheroid Earth,,,,,Operational
Lambert conformal,31-34,4,Nx - number of points along the x-axis,,,,,Operational
Lambert conformal,35-38,4,Ny - number of points along the y-axis,,,,,Operational
Lambert conformal,39-42,4,La1 - latitude of first grid point,,,,,Operational
Lambert conformal,43-46,4,Lo1 - longitude of first grid point,,,,,Operational
Lambert conformal,47,1,Resolution and component flags,(see Note 3 and Flag table 3.3),114,,3.3,Operational
Lambert conformal,48-51,4,LaD - latitude where Dx and Dy are specified,,,,,Operational
Lambert conformal,52-55,4,LoV - longitude of meridian parallel to y-axis along which latitude increases as the y-coordinate increases,(see Note 4),51,,,Operational
Lambert conformal,56-59,4,Dx - x-direction grid length,(see Note 1),28,,,Operational
Lambert conformal,60-63,4,Dy - y-direction grid length,(see Note 1),28,,,Operational
Lambert conformal,64,1,Projection centre flag,(see Flag table 3.5),,,3.5,Operational
Lambert conformal,65,1,Scanning mode,(see Flag table 3.4),,,3.4,Operational
Lambert conformal,66-69,4,Latin 1 - first latitude from the pole at which the secant cone cuts the sphere,,,,,Operational
Lambert conformal,70-73,4,Latin 2 - second latitude from the pole at which the secant cone cuts the sphere,,,,,Operational
Lambert conformal,74-77,4,Latitude of the southern pole of projection,,,,,Operational
Lambert conformal,78-81,4,Longitude of the southern pole of projection,,,,,Operational
