Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",10,1,Parameter category,(see Code table 4.1),,4.1,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",11,1,Parameter number,(see Code table 4.2),,4.2,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",12,1,Type of generating process,(see Code table 4.3),,4.3,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",13,1,Background generating process identifier (defined by originating centre),,,,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",14,1,Analysis or forecast generating process identifier,,,,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",15-16,2,Hours of observational data cut-off after reference time,(see Note 2),33,,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",17,1,Minutes of observational data cut-off after reference time,,,,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",18,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",19-22,4,Forecast time in units defined by octet 18,,,,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",23,1,Number of contributing spectral bands (NB),,,,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",,,"24-   Repeat the following 19 octets for each contributing band (nb = 1, NB)",,,,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",(24+19(nb-1))-(25+19(nb-1)),,Satellite series of band nb (Code table defined by originating/generating centre),(see Note 1),14,,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",(26+19(nb-1))-(27+19(nb-1)),,Satellite number of band nb (Code table defined by originating/generating centre),(see Note 1),14,,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",(28+19(nb-1))-(29+19(nb-1)),,Instrument types of band nb (Code table defined by originating/generating centre),(see Note 1),14,,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",(30+19(nb-1))-(31+19(nb-1)),2,Channel number,,,,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",(32+19(nb-1)),1,Scale factor of central wave number of band nb,,,,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",(33+19(nb-1))-(36+19(nb-1)),4,Scaled value of central wave number of band nb (units: m-1),,,,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",(37+19(nb-1)),1,Scale factor of bandwidth,,,,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",(38+19(nb-1))-(41+19(nb-1)),4,Scaled value of bandwidth,,,,,Operational
"Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",(42+19(nb-1)),1,Polarisation of satellite band,(See Code table 4.254),,4.254,,Operational
