Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status
analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents,10,,Parameter category,(see Code table 4.1),,4.1,,Operational
analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents,11,,Parameter number,(see Code table 4.2),,4.2,,Operational
analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents,12-13,,Atmospheric chemical constituent type,(see Code table 4.230),,4.23,,Operational
analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents,14,,Type of generating process,(see Code table 4.3),,4.3,,Operational
analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents,15,,Background generating process identifier (defined by originating centre),,,,,Operational
analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents,16,,Analysis or forecast generating process identifier (defined by originating centre),,,,,Operational
analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents,17-18,,Hours of observational data cut-off after reference time,(see Note),33,,,Operational
analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents,19,,Minutes of observational data cut-off after reference time,,,,,Operational
analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents,20,,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational
analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents,21-24,,Forecast time in units defined by octet 20,,,,,Operational
analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents,25,,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational
analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents,26,,Scale factor of first fixed surface,,,,,Operational
analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents,27-30,,Scaled value of first fixed surface,,,,,Operational
analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents,31,,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational
analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents,32,,Scale factor of second fixed surface,,,,,Operational
analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents,33-36,,Scaled value of second fixed surface,,,,,Operational
