Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status
"Probability of post-processed forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",10,1,Parameter category,(see Code table 4.1),,4.1,,Operational
"Probability of post-processed forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",11,1,Parameter number,(see Code table 4.2),,4.2,,Operational
"Probability of post-processed forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",12-13,2,Input process identifier,(see Note 1),82,,,Operational
"Probability of post-processed forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",14-15,2,Input originating centre,(see Common Code table C-11 and Note 2),81,CCT-11,,Operational
"Probability of post-processed forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",16,1,Type of post-processing,(see Note 3),126,,,Operational
"Probability of post-processed forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",17,1,Type of generating process,(see Code table 4.3),,4.3,,Operational
"Probability of post-processed forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",18,1,Background generating process identifier (defined by originating centre),,,,,Operational
"Probability of post-processed forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",19,1,Forecast generating process identifier (defined by originating centre),,,,,Operational
"Probability of post-processed forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",20-21,2,Hours after reference time of data cut-off,(see Note 4),33,,,Operational
"Probability of post-processed forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",22,1,Minutes after reference time of data cut-off,,,,,Operational
"Probability of post-processed forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",23,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational
"Probability of post-processed forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",24-27,4,Forecast time in units defined by octet 23,(see Note 5),111,,,Operational
"Probability of post-processed forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",28,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational
