Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",0,,Air activity concentration of caesium 137,,,Bq m-3,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",1,,Air activity concentration of iodine 131,,,Bq m-3,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",2,,Air activity concentration of radioactive pollutant,,,Bq m-3,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",3,,Ground deposition activity of caesium 137,,,Bq m-2,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",4,,Ground deposition activity of iodine 131,,,Bq m-2,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",5,,Ground deposition activity of radioactive pollutant,,,Bq m-2,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",6,,Time-integrated air activity concentration of caesium pollutant,"(see Note 1)",10,Bq s m-3,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",7,,Time-integrated air activity concentration of iodine pollutant,"(see Note 1)",10,Bq s m-3,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",8,,Time-integrated air activity concentration of radioactive pollutant,"(see Note 1)",10,Bq s m-3,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",9,,Reserved,,,,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",10,,Air activity concentration,(see Note 2),14,Bq m-3,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",11,,Wet deposition activity,,,Bq m-2,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",12,,Dry deposition activity,,,Bq m-2,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",13,,Total deposition activity (wet + dry),,,Bq m-2,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",14,,Specific activity concentration,(see Note 2),14,Bq kg-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",15,,Maximum of air activity concentration in layer,,,Bq m-3,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",16,,Height of maximum air activity concentration,,,m,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",17,,Column-integrated air activity concentration,,,Bq m-2,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",18,,Column-averaged air activity concentration in layer,,,Bq m-3,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",19,,Deposition activity arrival,(see Note 3),173b,s,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",20,,Deposition activity ended,(see Note 3),173b,s,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",21,,Cloud activity arrival,(see Note 3),173b,s,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",22,,Cloud activity ended,(see Note 3),173b,s,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",23,,Effective dose rate,,,nSv h-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",24,,Thyroid dose rate (adult),,,nSv h-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",25,,Gamma dose rate (adult),,,nSv h-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",26,,Activity emission,,,Bq s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",27-191,,Reserved,,,,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",192-254,,Reserved for local use,,,,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology",255,,Missing,,,,Operational
