Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status
"average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol with source or sink",10,,Parameter category,(see Code table 4.1),,4.1,,Operational
"average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol with source or sink",11,,Parameter number,(see Code table 4.2),,4.2,,Operational
"average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol with source or sink",12-13,,Aerosol type,(see Code table 4.233),,4.233,,Operational
"average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol with source or sink",14,,Source or sink,(see Code table 2.238),,2.238,,Operational
"average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol with source or sink",15,,Type of interval for first and second sizes,(see Code table 4.91),,4.91,,Operational
"average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol with source or sink",16,,Scale factor of first size,,,,,Operational
"average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol with source or sink",17-20,,Scaled value of first size in metres,,,,,Operational
"average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol with source or sink",21,,Scale factor of second size,,,,,Operational
"average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol with source or sink",22-25,,Scaled value of second size in metres,,,,,Operational
"average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol with source or sink",26,,Type of generating process,(see Code table 4.3),,4.3,,Operational
