Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",10,1,Parameter category,(see Code table 4.1),,4.1,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",11,1,Parameter number,(see Code table 4.2),,4.2,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",12,1,Type of generating process,(see Code table 4.3),,4.3,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",13,1,Background generating process identifier (defined by originating centre),,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",14,1,Analysis or forecast generating process identifier,,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",15-16,2,Hours of observational data cut-off after reference time,(see Note 1),33,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",17,1,Minutes of observational data cut-off after reference time,,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",18,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",19-22,4,Forecast time in units defined by octet 18,(see Note 2),111,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",23,1,Number of contributing spectral bands (NB),,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",,,"24-   Repeat the following 11 octets for each contributing band (nb = 1, NB)",,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",(24+11(nb-1))-(25+11(nb-1)),,Satellite series of band nb (code table defined by originating/generating centre),,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",(26+11(nb-1))-(27+11(nb-1)),,Satellite number of band nb (code table defined by originating/generating centre),,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",(28+11(nb-1))-(29+11(nb-1)),,Instrument types of band nb (code table defined by originating/generating centre),,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",(30+11(nb-1)),,Scale factor of central wave number of band nb,,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",(31+11(nb-1))-(34+11(nb-1)),,Scaled value of central wave number of band nb (units: m-1),,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",(24+11NB),,Type of ensemble forecast,(see Code table 4.6),,4.6,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",(25+11NB),,Perturbation number,,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",(26+11NB),,Number of forecasts in ensemble,,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",(27+11NB)-(28+11NB),,Year of end of overall time interval,,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",(29+11NB),,Month of end of overall time interval,,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",(30+11NB),,Day of end of overall time interval,,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",(31+11NB),,Hour of end of overall time interval,,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",(32+11NB),,Minute of end of overall time interval,,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",(33+11NB),,Second of end of overall time interval,,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",(34+11NB),,n - number of time range specifications describing the time intervals used to calculate the statistically processed field,,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",(35+11NB)-(38+11NB),,Total number of data values missing in statistical process,,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",,,"(39+11NB)-   Repeat the following 12 octets for each time range spec (i = 1, n)",,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",(39+11NB+12(i-1)),,Statistical process used to calculate the processed field from the field at each time increment during the time range,(see Code table 4.10),,4.10,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",(40+11NB+12(i-1)),,Type of time increment between successive fields used in the statistical processing,(see Code table 4.11),,4.11,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",(41+11NB+12(i-1)),,Indicator of unit of time for time range over which statistical processing is done,(see Code table 4.4),,4.4,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",(42+11NB+12(i-1))-(45+11NB+12(i-1)),,"Length of the time range over which statistical processing is done, in units defined by the previous octet",,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",(46+11NB+12(i-1)),,Indicator of unit of time for the increment between the successive fields used,(see Code table 4.4),,4.4,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",(47+11NB+12(i-1))-(50+11NB+12(i-1)),,"Time increment between successive fields, in units defined by the previous octet",(see Notes 3 and 4),"7,98",,,Operational
