Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",10,1,Parameter category,(see Code table 4.1),,4.1,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",11,1,Parameter number,(see Code table 4.2),,4.2,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",12,1,Tile classification,(see Code table 4.242),,4.242,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",13,1,Total number (NT) of tile/attribute pairs,(see Notes 1 and 2),"20,58",,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",14,1,Number of used spatial tiles (NUT),(see Notes 1 and 2),"20,58",,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",15,1,"Tile index (ITN = {1,…, NUT})",(see Note 1),58,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",16,1,Number of used tile attributes (NAT) for tile ITN,(see Note 1),58,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",17,1,"Attribute of tile (A = {A(1),…, A(NAT(ITN))})",(see Code table 4.241 and Note 1),58,4.241,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",18,1,Type of generating process,(see Code table 4.3),,4.3,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",19,1,Background generating process identifier (defined by originating centre),,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",20,1,Analysis or forecast generating process identifier (defined by originating centre),,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",21-22,2,Hours of observational data cut-off after reference time,(see Note 3),33,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",23,1,Minutes of observational data cut-off after reference time,,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",24,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",25-28,4,Forecast time in units defined by octet 24,(see Note 4),111,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",29,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",30,1,Scale factor of first fixed surface,,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",31-34,4,Scaled value of first fixed surface,,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",35,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",36,1,Scale factor of second fixed surface,,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",37-40,4,Scaled value of second fixed surface,,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",41,1,Type of ensemble forecast,(see Code table 4.6),,4.6,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",42,1,Perturbation number,,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",43,1,Number of forecasts in ensemble,,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",44-45,2,Year - Time of end of overall time interval,,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",46,1,Month - Time of end of overall time interval,,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",47,1,Day - Time of end of overall time interval,,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",48,1,Hour - Time of end of overall time interval,,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",49,1,Minute - Time of end of overall time interval,,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",50,1,Second - Time of end of overall time interval,,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",51,1,n - number of time range specifications describing the time intervals used to calculate the statistically processed field,,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",52-55,4,Total number of data values missing in statistical process,,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",,,56-67   	Specification of the outermost (or only) time range over which statistical processing is done,,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",56,1,Statistical process used to calculate the processed field from the field at each time increment during the time range,(see Code table 4.10),,4.10,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",57,1,Type of time increment between successive fields used in the statistical processing,(see Code table 4.11),,4.11,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",58,1,Indicator of unit of time for time range over which statistical processing is done,(see Code table 4.4),,4.4,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",59-62,4,"Length of the time range over which statistical processing is done, in units defined by the previous octet",,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",63,1,Indicator of unit of time for the increment between the successive fields used,(see Code table 4.4),,4.4,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",64-67,4,"Time increment between successive fields, in units defined by the previous octet",(see Notes 5 and 6),"7,103",,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",,,"68-nn   	These octets are included only if n > 1, where nn = 55 + 12 x n",,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",68-79,12,"As octets 56 to 67, next innermost step of processing",,,,,Operational
"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",80-nn,,"80-nn   	Additional time range specifications, included in accordance with the value of n. Contents as octets 56 to 67, repeated as necessary",,,,,Operational
