Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",0,,Mass density (concentration),,,kg m-3,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",1,,Column-integrated mass density,(see Note 1),5,kg m-2,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",2,,Mass mixing ratio (mass fraction in air),,,kg/kg,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",3,,Atmosphere emission mass flux,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",4,,Atmosphere net production mass flux,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",5,,Atmosphere net production and emission mass flux,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",6,,Surface dry deposition mass flux,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",7,,Surface wet deposition mass flux,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",8,,Atmosphere re-emission mass flux,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",9,,Wet deposition by large-scale precipitation mass flux,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",10,,Wet deposition by convective precipitation mass flux,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",11,,Sedimentation mass flux,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",12,,Dry deposition mass flux,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",13,,Transfer from hydrophobic to hydrophilic,,,kg kg-1 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",14,,Transfer from SO2 (sulphur dioxide) to SO4 (sulphate),,,kg kg-1 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",15,,Dry deposition velocity,,,m/s,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",16,,Mass mixing ratio with respect to dry air,,,kg/kg,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",17,,Mass mixing ratio with respect to wet air,,,kg/kg,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",18,,Potential of hydrogen (pH),,,pH,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",19,,Loss rate due to reaction with hydroxyl radical (OH),,,kg kg-1 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",20-49,,Reserved,,,,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",50,,Amount in atmosphere,,,mol,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",51,,Concentration in air,,,mol m-3,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents",52,,Volume mixing ratio (fraction in air),,,mol/mol,Operational
