Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status
"Individual ensemble forecast, control and perturbed at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",10,1,Parameter category,(see Code table 4.1),,4.1,,Operational
"Individual ensemble forecast, control and perturbed at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",11,1,Parameter number,(see Code table 4.2),,4.2,,Operational
"Individual ensemble forecast, control and perturbed at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",12,1,Type of generating process,(see Code table 4.3),,4.3,,Operational
"Individual ensemble forecast, control and perturbed at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",13,1,Background generating process identifier (defined by originating centre),,,,,Operational
"Individual ensemble forecast, control and perturbed at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",14,1,Analysis or forecast generating process identifier,,,,,Operational
"Individual ensemble forecast, control and perturbed at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",15-16,2,Hours of observational data cut-off after reference time,(see Note),33,,,Operational
"Individual ensemble forecast, control and perturbed at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",17,1,Minutes of observational data cut-off after reference time,,,,,Operational
"Individual ensemble forecast, control and perturbed at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",18,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational
"Individual ensemble forecast, control and perturbed at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",19-22,4,Forecast time in units defined by octet 18,,,,,Operational
"Individual ensemble forecast, control and perturbed at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",23,1,Number of contributing spectral bands (NB),,,,,Operational
"Individual ensemble forecast, control and perturbed at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",,,"24-   Repeat the following 19 octets for each contributing band (nb = 1, NB)",,,,,Operational
"Individual ensemble forecast, control and perturbed at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",(24+19(nb-1))-(25+19(nb-1)),2,Satellite series of band nb (code table defined by originating/generating centre),,,,,Operational
"Individual ensemble forecast, control and perturbed at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",(26+19(nb-1))-(27+19(nb-1)),2,Satellite number of band nb (code table defined by originating/generating centre),,,,,Operational
"Individual ensemble forecast, control and perturbed at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",(28+19(nb-1))-(29+19(nb-1)),2,Instrument types of band nb (code table defined by originating/generating centre),,,,,Operational
"Individual ensemble forecast, control and perturbed at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",(30+19(nb-1))-(31+19(nb-1)),2,Channel number,,,,,Operational
"Individual ensemble forecast, control and perturbed at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",(32+19(nb-1)),1,Scale factor of central wave number of band nb,,,,,Operational
"Individual ensemble forecast, control and perturbed at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",(33+19(nb-1))-(36+19(nb-1)),4,Scaled value of central wave number of band nb (units: m-1),,,,,Operational
"Individual ensemble forecast, control and perturbed at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",(37+19(nb-1)),1,Scale factor of bandwidth,,,,,Operational
"Individual ensemble forecast, control and perturbed at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",(38+19(nb-1))-(41+19(nb-1)),4,Scaled value of bandwidth,,,,,Operational
"Individual ensemble forecast, control and perturbed at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",(42+19(nb-1)),1,Polarisation,(See Code table 4.254),,4.254,,Operational
"Individual ensemble forecast, control and perturbed at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",(43+19NB),1,Type of ensemble forecast,(see Code table 4.6),,4.6,,Operational
"Individual ensemble forecast, control and perturbed at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",(44+19NB)-(47+19NB),4,Perturbation number,,,,,Operational
"Individual ensemble forecast, control and perturbed at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data with channel, bandwidth and polarisation",(48+19NB)-(51+19NB),4,Number of forecasts in ensemble,,,,,Operational
