Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",10,1,Parameter category,(see Code table 4.1),,4.1,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",11,1,Parameter number,(see Code table 4.2),,4.2,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",12-13,2,Atmospheric chemical constituent type,(see Code table 4.230),,4.230,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",14,1,Source or sink,(see Code table 4.238),,4.238,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",15,1,Type of generating process,(see Code table 4.3),,4.3,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",16,1,Background generating process identifier (defined by originating centre),,,,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",17,1,Forecast generating process identifier (defined by originating centre),,,,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",18-19,2,Hours after reference time of data cut-off,(see Note 1),33,,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",20,1,Minutes after reference time of data cut-off,,,,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",21,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",22-25,4,Forecast time in units defined by octet 21,(see Note 2),111,,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",26,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",27,1,Scale factor of first fixed surface,,,,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",28-31,4,Scaled value of first fixed surface,,,,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",32,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",33,1,Scale factor of second fixed surface,,,,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",34-37,4,Scaled value of second fixed surface,,,,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",38,1,Type of ensemble forecast,(see Code table 4.6),,4.6,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",39-42,4,Number of forecasts in ensemble,,,,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",43,1,Forecast probability number,,,,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",44,1,Total number of forecast probabilities,,,,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",45,1,Probability type,(see Code table 4.9),,4.9,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",46,1,Scale factor of lower limit,,,,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",47-50,4,Scaled value of lower limit,,,,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",51,1,Scale factor of upper limit,,,,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",52-55,4,Scaled value of upper limit,,,,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",56-57,2,Year of end of overall time interval,,,,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",58,1,Month of end of overall time interval,,,,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",59,1,Day of end of overall time interval,,,,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",60,1,Hour of end of overall time interval,,,,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",61,1,Minute of end of overall time interval,,,,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",62,1,Second of end of overall time interval,,,,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",63,1,n - number of time range specifications describing the time intervals used to calculate the statistically processed field,,,,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",64-67,Total number of data values missing in statistical process,,,,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",,,68-79   Specification of the outermost (or only) time range over which statistical processing is done,,,,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",68,1,Statistical process used to calculate the processed field from the field at each time increment during the time range,(see Code table 4.10),,4.10,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",69,1,Type of time increment between successive fields used in the statistical processing,(see Code table 4.11),,4.11,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",70,1,Indicator of unit of time for time range over which statistical processing is done,(see Code table 4.4),,4.4,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",71-74,4,"Length of the time range over which statistical processing is done, in units defined by the previous octet",,,,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",75,1,Indicator of unit of time for the increment between the successive fields used,(see 		Code table 4.4),,4.4,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",76-79,4,"Time increment between successive fields, in units defined by the previous octet",(see Notes 3 and 4),"7,101",,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",,,"80-nn   These octets are included only if n > 1, where nn = 67 + 12 x n",,,,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",80-91,12,"As octets 68 to 79, next innermost step of processing",,,,,Operational
"Probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",R92nn,,"Additional time range specifications, included in accordance with the value of n. Contents as octets 68 to 79, repeated as necessary",,,,,Operational
