Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status
"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae",10,1,Parameter category,(see Code table 4.1),,4.1,,Operational
"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae",11,1,Parameter number,(see Code table 4.2),,4.2,,Operational
"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae",12-13,2,Wave direction number,,,,,Operational
"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae",14-15,2,Number of wave directions (ND),,,,,Operational
"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae",16-17,2,Wave frequency number,,,,,Operational
"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae",18-19,2,Number of wave frequencies (NF),,,,,Operational
"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae",20,1,Type of generating process,(see Code table 4.3),,4.3,,Operational
"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae",21,1,Background generating process identifier (defined by originating centre),,,,,Operational
"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae",22,1,Analysis or forecast generating process identifier (defined by originating centre),,,,,Operational
"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae",23-24,2,Hours of observational data cut-off after reference time,(see Note 1),33,,,Operational
"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae",25,1,Minutes of observational data cut-off after reference time,,,,,Operational
"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae",26,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational
"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae",27-30,4,Forecast time in units defined by previous octet,,,,,Operational
"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae",31,1,Type of ensemble forecast,(see Code table 4.6),,4.6,,Operational
"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae",32,1,Perturbation number,,,,,Operational
"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae",33,1,Number of forecasts in ensemble,,,,,Operational
"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae",34,1,Type of wave direction sequence,(see Code table 4.251),,4.251,,Operational
"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae",35,1,Number of wave direction sequence parameters (NDSP),,,,,Operational
"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae",,,The next two entries are repeated NDSP times to encode the scale factors and scaled values of the sequence parameters.,,,,,Operational
"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae",36+(NDSP-1)*5,,Scale factor of wave direction sequence parameter,,,,,Operational
"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae",(37+(NDSP-1)*5)-(40+(NDSP-1)*5),,Scaled value of wave direction sequence parameter,(see Note 2),162,,,Operational
"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae",36+NDSP*5,,Type of wave frequency sequence,(see Code table 4.251),,4.251,,Operational
"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae",37+NDSP*5,,Number of wave frequency sequence parameters (NFSP),,,,,Operational
"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae",,,The next two entries are repeated NFSP times to encode the scale factors and scaled values of the sequence parameters.,,,,,Operational
"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae",38+NDSP*5+(NFSP-1)*5,,Scale factor of wave frequency sequence parameter,,,,,Operational
"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae",(39+NDSP*5+(NFSP-1)*5)-(42+NDSP*5+(NFSP-1)*5),,Scaled value of wave frequency sequence parameter,(see Note 3),161,,,Operational
