Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",35,,Categorical ice pellets,,,(Code table 4.222),Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",36,,Categorical snow,,,(Code table 4.222),Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",37,,Convective precipitation rate,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",38,,Horizontal moisture divergence,,,kg kg-1 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",39,,Per cent frozen precipitation,,,%,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",40,,Potential evaporation,,,kg m-2,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",41,,Potential evaporation rate,(see Note 4),91,W m-2,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",42,,Snow cover,,,%,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",43,,Rain fraction of total cloud water,,,Proportion,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",44,,Rime factor,,,Numeric,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",45,,Total column integrated rain,,,kg m-2,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",46,,Total column integrated snow,,,kg m-2,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",47,,Large scale water precipitation (non-convective),"(see Note 3)",2,kg m-2,Deprecated
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",48,,Convective water precipitation,"(see Note 3)",2,kg m-2,Deprecated
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",49,,Total water precipitation,"(see Note 3)",2,kg m-2,Deprecated
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",50,,Total snow precipitation,"(see Note 3)",2,kg m-2,Deprecated
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",51,,Total column water (Vertically integrated total water (vapour + cloud water/ice)),,,kg m-2,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",52,,Total precipitation rate,(see Note 2),23,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",53,,Total snowfall rate water equivalent,(see Note 2),23,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",54,,Large scale precipitation rate,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",55,,Convective snowfall rate water equivalent,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",56,,Large scale snowfall rate water equivalent,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",57,,Total snowfall rate,,,m/s,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",58,,Convective snowfall rate,,,m/s,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",59,,Large scale snowfall rate,,,m/s,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",60,,Snow depth water equivalent,,,kg m-2,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",61,,Snow density,,,kg m-3,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",62,,Snow evaporation,(see Note 8),62,kg m-2,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",63,,Reserved,,,,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",64,,Total column integrated water vapour,,,kg m-2,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",65,,Rain precipitation rate,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",66,,Snow precipitation rate,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",67,,Freezing rain precipitation rate,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",68,,Ice pellets precipitation rate,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",69,,Total column integrated cloud water,,,kg m-2,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",70,,Total column integrated cloud ice,,,kg m-2,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",71,,Hail mixing ratio,,,kg/kg,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",72,,Total column integrated hail,,,kg m-2,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",73,,Hail precipitation rate,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",74,,Total column integrated graupel,,,kg m-2,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",75,,Graupel (snow pellets) precipitation rate,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",76,,Convective rain rate,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",77,,Large scale rain rate,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",78,,Total column integrated water (all components including precipitation),,,kg m-2,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",79,,Evaporation rate,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",80,,Total condensate,,,kg/kg,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",81,,Total column-integrated condensate,,,kg m-2,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",82,,Cloud ice mixing-ratio,,,kg/kg,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",83,,Specific cloud liquid water content,,,kg/kg,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",84,,Specific cloud ice water content,,,kg/kg,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",85,,Specific rainwater content,,,kg/kg,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",86,,Specific snow water content,,,kg/kg,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",87,,Stratiform precipitation rate,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",88,,Categorical convective precipitation,,,(Code table 4.222),Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",89,,Reserved,,,,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",90,,Total kinematic moisture flux,,,kg kg-1 m s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",91,,u-component (zonal) kinematic moisture flux,,,kg kg-1 m s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",92,,v-component (meridional) kinematic moisture flux,,,kg kg-1 m s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",93,,Relative humidity with respect to water,,,%,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",94,,Relative humidity with respect to ice,,,%,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",95,,Freezing or frozen precipitation rate,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",96,,Mass density of rain,,,kg m-3,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",97,,Mass density of snow,,,kg m-3,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",98,,Mass density of graupel,,,kg m-3,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",99,,Mass density of hail,,,kg m-3,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",100,,Specific number concentration of rain,,,kg-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",101,,Specific number concentration of snow,,,kg-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",102,,Specific number concentration of graupel,,,kg-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",103,,Specific number concentration of hail,,,kg-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",104,,Number density of rain,,,m-3,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",105,,Number density of snow,,,m-3,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",106,,Number density of graupel,,,m-3,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",107,,Number density of hail,,,m-3,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",108,,Specific humidity tendency due to parameterization,,,kg kg-1 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",109,,Mass density of liquid water coating on hail expressed as mass of liquid water per unit volume of air,,,kg m-3,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",110,,Specific mass of liquid water coating on hail expressed as mass of liquid water per unit mass of moist air,,,kg kg-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",111,,Mass mixing ratio of liquid water coating on hail expressed as mass of liquid water per unit mass of dry air,,,kg kg-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",112,,Mass density of liquid water coating on graupel expressed as mass of liquid water per unit volume of air,,,kg m-3,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",113,,Specific mass of liquid water coating on graupel expressed as mass of liquid water per unit mass of moist air,,,kg kg-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",114,,Mass mixing ratio of liquid water coating on graupel expressed as mass of liquid water per unit mass of dry air,,,kg kg-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",115,,Mass density of liquid water coating on snow expressed as mass of liquid water per unit volume of air,,,kg m-3,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",116,,Specific mass of liquid water coating on snow expressed as mass of liquid water per unit mass of moist air,,,kg kg-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",117,,Mass mixing ratio of liquid water coating on snow expressed as mass of liquid water per unit mass of dry air,,,kg kg-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",118,,Unbalanced component of specific humidity,,,kg kg-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",119,,Unbalanced component of specific cloud liquid water content,,,kg kg-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",120,,Unbalanced component of specific cloud ice water content,,,kg kg-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",121,,Fraction of snow cover,,,Proportion,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",122,,Precipitation intensity index,,,(Code table 4.247),Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",123,,Dominant precipitation type,,,(Code table 4.201),Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",124,,Presence of showers,,,(Code table 4.222),Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",125,,Presence of blowing snow,,,(Code table 4.222),Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",126,,Presence of blizzard,,,(Code table 4.222),Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",127,,Ice pellets (non-water equivalent) precipitation rate,,,m/s,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",128,,Total solid precipitation rate,(see Note 5),115,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",129,,Effective radius of cloud water,,,m,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",130,,Effective radius of rain,,,m,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",131,,Effective radius of cloud ice,,,m,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",132,,Effective radius of snow,,,m,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",133,,Effective radius of graupel,,,m,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",134,,Effective radius of hail,,,m,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",135,,Effective radius of subgrid liquid clouds,,,m,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",136,,Effective radius of subgrid ice clouds,,,m,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",137,,Effective aspect ratio of rain,,,-,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",138,,Effective aspect ratio of cloud ice,,,-,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",139,,Effective aspect ratio of snow,,,-,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",140,,Effective aspect ratio of graupel,,,-,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",141,,Effective aspect ratio of hail,,,-,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",142,,Effective aspect ratio of subgrid ice clouds,,,-,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",143,,Potential evaporation rate,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",144,,Specific rain water content (convective),,,kg kg-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",145,,Specific snow water content (convective),,,kg kg-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",146,,Cloud ice precipitation rate,(see Note 6),31,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",147,,Character of precipitation,,,(Code table 4.249),Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",148,,Snow evaporation rate,(see Note 9),76,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",149,,Cloud water mixing ratio,,,kg kg-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",150,,Column integrated eastward water vapour mass flux,,,kg m-1 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",151,,Column integrated northward water vapour mass flux,,,kg m-1 s-1, Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",152,,Column integrated eastward cloud liquid water mass flux,,,kg m-1 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",153,,Column integrated northward cloud liquid water mass flux,,,kg m-1 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",154,,Column integrated eastward cloud ice mass flux,,,kg m-1 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",155,,Column integrated northward cloud ice mass flux,,,kg m-1 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",156,,Column integrated eastward rain mass flux,,,kg m-1 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",157,,Column integrated northward rain mass flux,,,kg m-1 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",158,,Column integrated eastward snow mass flux,,,kg m-1 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",159,,Column integrated northward snow mass flux,,,kg m-1 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",160,,Column integrated divergence of water vapour mass flux,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",161,,Column integrated divergence of cloud liquid water mass flux,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",162,,Column integrated divergence of cloud ice mass flux,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",163,,Column integrated divergence of rain mass flux,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",164,,Column integrated divergence of snow mass flux,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",165,,Column integrated divergence of total water mass flux,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",166,,Column integrated water vapour flux,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",167,,Total column supercooled liquid water,,,kg m-2,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",168,,Saturation specific humidity with respect to water,,,kg m-3,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",169,,Total column integrated saturation specific humidity with respect to water,,,kg m-2,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",170,,Mean mass diameter of hail,(see Note 10),190,m,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",171,,Estimated maximum diameter of hail,(see Note 11),191,m,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",172-191,,Reserved,,,,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",192-254,,Reserved for local use,,,,Operational
Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 1: moisture",255,,Missing,,,,Operational
