Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status
spectral data for limited area models - complex packing,6-(5+IxTS) ,,Data values from the unpacked subset (IEEE floating-point values on I octets),,,,,Operational
spectral data for limited area models - complex packing,(6+IxTS)-nn,,"Binary data values - binary string, with each (scaled) data value out of the unpacked subset",,,,,Operational
