Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status
probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,10,1,Parameter category,(see Code table 4.1),,4.1,,Operational
probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,11,1,Parameter number,(see Code table 4.2),,4.2,,Operational
probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,12,1,Type of generating process,(see Code table 4.3),,4.3,,Operational
probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,13,1,Background generating process identifier (defined by originating centre),,,,,Operational
probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,14,1,Forecast generating process identifier (defined by originating centre),,,,,Operational
probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,15-16,2,Hours after reference time of data cut-off,(see Note 1),33,,,Operational
probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,17,1,Minutes after reference time of data cut-off,,,,,Operational
probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,18,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational
probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,19-22,4,Forecast time in units defined by octet 18,(see Note 2),111,,,Operational
probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,23,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational
probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,24,1,Scale factor of first fixed surface,,,,,Operational
probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,25-28,4,Scaled value of first fixed surface,,,,,Operational
probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,29,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational
probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,30,1,Scale factor of second fixed surface,,,,,Operational
probability forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,31-34,4,Scaled value of second fixed surface,,,,,Operational
