Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status
Spherical harmonics - complex packing,6-(5+IxTS),,Data values from the unpacked subset (IEEE floating-point values on I octets),,,,,Operational
Spherical harmonics - complex packing,(6+IxTS)-nn,,"Binary data values - binary string, with each (scaled) data value out of the unpacked subset",,,,,Operational
