Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",0,,Main thermocline depth,,,m,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",1,,Main thermocline anomaly,,,m,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",2,,Transient thermocline depth,,,m,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",3,,Salinity,,,kg/kg,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",4,,Ocean vertical heat diffusivity,,,m2/s,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",5,,Ocean vertical salt diffusivity,,,m2/s,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",6,,Ocean vertical momentum diffusivity,,,m2/s,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",7,,Bathymetry,,,m,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",8-10,,Reserved,,,,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",11,,Shape factor with respect to salinity profile,,,-,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",12,,Shape factor with respect to temperature profile in thermocline,,,-,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",13,,Attenuation coefficient of water with respect to solar radiation,,,/m,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",14,,Water depth,,,m,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",15,,Water temperature,,,K,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",16,,Water density (rho),,,kg m-3,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",17,,Water density anomaly (sigma),"(see Note 1)",17,kg m-3,Deprecated
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",18,,Water potential temperature (theta),,,K,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",19,,Water potential density (rho theta),,,kg m-3,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",20,,Water potential density anomaly (sigma theta),"(see Note 1)",17,kg m-3,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",21,,Practical salinity,,,Numeric,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",22,,Water column-integrated heat content,,,J m-2,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",23,,Eastward water velocity,,,m s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",24,,Northward water velocity,,,m s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",25,,x-component water velocity,(see Note 2),22,m s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",26,,y-component water velocity,(see Note 2),22,m s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",27,,Upward water velocity,,,m s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",28,,Vertical eddy diffusivity,,,m2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",29,,Bottom pressure equivalent height,,,m,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",30,,Fresh water flux into sea water from rivers,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",31,,Fresh water flux correction,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",32,,Virtual salt flux into sea water,,,g kg-1 m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",33,,Virtual salt flux correction,,,g kg-1 m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",34,,Sea water temperature tendency due to Newtonian relaxation,,,K s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",35,,Sea water salinity tendency due to Newtonian relaxation,,,g kg-1 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",36,,Sea water temperature tendency due to parameterization,,,K s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",37,,Sea water salinity tendency due to parameterization,,,g kg-1 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",38,,Eastward sea water velocity tendency due to parameterization,,,m s-2,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",39,,Northward sea water velocity tendency due to parameterization,,,m s-2,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",40,,Sea water temperature tendency due to direct bias correction,,,K s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",41,,Sea water salinity tendency due to direct bias correction,,,g kg-1 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",42,,Sea water meridional volume transport,,,m3 m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",43,,Sea water zonal volume transport,,,m3 m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",44,,Sea water column integrated meridional volume transport,,,m3 m-1 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",45,,Sea water column integrated zonal volume transport,,,m3 m-1 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",46,,Sea water meridional mass transport,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",47,,Sea water zonal mass transport,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",48,,Sea water column integrated meridional mass transport,,,kg m-1 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",49,,Sea water column integrated zonal mass transport,,,kg m-1 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",50,,Sea water column integrated practical salinity,,,g kg-1 m,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",51,,Sea water column integrated salinity,,,kg kg-1 m,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",52,,Mixed layer depth,,,m,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",53,,Normal component of water velocity,(see Note 3),163,m s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",54,,Tangential component of water velocity,(see Note 3),163,m s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",55,,Sea water upward volume transport,,,m3 m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",56,,Sea water upward mass transport,,,kg m-2 s-1,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",57,,Sea water age since surface contact,,,s,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",58,,Sea water downward short-wave radiation flux,,,W m-2,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",59-191,,Reserved,,,,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",192-254,,Reserved for local use,,,,Operational
Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",255,,Missing,,,,Operational
