row #,codeTable,template,octet,noteAppliesTo,noteID-PDF,noteGitHub,myComment
1830,4.1,GRIB2_Template_4_81_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1831,4.2,GRIB2_Template_4_81_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1833,4.238,GRIB2_Template_4_81_ProductDefinitionTemplate_en,14,octet,n/a,(see Code table 4.238),
1834,4.91,GRIB2_Template_4_81_ProductDefinitionTemplate_en,15,octet,n/a,(see Code table 4.91),
1835,4.91,GRIB2_Template_4_81_ProductDefinitionTemplate_en,26,octet,n/a,(see Code table 4.91),
1836,4.3,GRIB2_Template_4_81_ProductDefinitionTemplate_en,37,octet,n/a,(see Code table 4.3),
1838,4.4,GRIB2_Template_4_81_ProductDefinitionTemplate_en,43,octet,n/a,(see Code table 4.4),
1839,4.5,GRIB2_Template_4_81_ProductDefinitionTemplate_en,48,octet,n/a,(see Code table 4.5),
1840,4.5,GRIB2_Template_4_81_ProductDefinitionTemplate_en,54,octet,n/a,(see Code table 4.5),
1841,4.6,GRIB2_Template_4_81_ProductDefinitionTemplate_en,60,octet,n/a,(see Code table 4.6),
1842,4.1,GRIB2_Template_4_82_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1843,4.2,GRIB2_Template_4_82_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1844,4.233,GRIB2_Template_4_82_ProductDefinitionTemplate_en,12-13,octet,n/a,(see Code table 4.233),
1845,2.238,GRIB2_Template_4_82_ProductDefinitionTemplate_en,14,octet,n/a,(see Code table 2.238),
1846,4.91,GRIB2_Template_4_82_ProductDefinitionTemplate_en,15,octet,n/a,(see Code table 4.91),
1847,4.3,GRIB2_Template_4_82_ProductDefinitionTemplate_en,26,octet,n/a,(see Code table 4.3),
1849,4.4,GRIB2_Template_4_82_ProductDefinitionTemplate_en,32,octet,n/a,(see Code table 4.4),
1851,4.5,GRIB2_Template_4_82_ProductDefinitionTemplate_en,37,octet,n/a,(see Code table 4.5),
1852,4.5,GRIB2_Template_4_82_ProductDefinitionTemplate_en,43,octet,n/a,(see Code table 4.5),
1853,4.1,GRIB2_Template_4_82_ProductDefinitionTemplate_en,61,octet,n/a,(see Code table 4.10),
1854,4.11,GRIB2_Template_4_82_ProductDefinitionTemplate_en,62,octet,n/a,(see Code table 4.11),
1855,4.4,GRIB2_Template_4_82_ProductDefinitionTemplate_en,63,octet,n/a,(see Code table 4.4),
1856,4.4,GRIB2_Template_4_82_ProductDefinitionTemplate_en,68,octet,n/a,(see Code table 4.4),
1859,4.1,GRIB2_Template_4_83_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1860,4.2,GRIB2_Template_4_83_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1861,4.3,GRIB2_Template_4_83_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.3),
1862,4.233,GRIB2_Template_4_83_ProductDefinitionTemplate_en,13-14,octet,n/a,(see Code table 4.233),
1863,4.238,GRIB2_Template_4_83_ProductDefinitionTemplate_en,15,octet,n/a,(see Code table 4.238),
1864,4.91,GRIB2_Template_4_83_ProductDefinitionTemplate_en,16,octet,n/a,(see Code table 4.91),
1866,4.4,GRIB2_Template_4_83_ProductDefinitionTemplate_en,32,octet,n/a,(see Code table 4.4),
1868,4.5,GRIB2_Template_4_83_ProductDefinitionTemplate_en,37,octet,n/a,(see Code table 4.5),
1869,4.5,GRIB2_Template_4_83_ProductDefinitionTemplate_en,43,octet,n/a,(see Code table 4.5),
1870,4.6,GRIB2_Template_4_83_ProductDefinitionTemplate_en,49,octet,n/a,(see Code table 4.6),
1871,4.1,GRIB2_Template_4_83_ProductDefinitionTemplate_en,64,octet,n/a,(see Code table 4.10),
1872,4.11,GRIB2_Template_4_83_ProductDefinitionTemplate_en,65,octet,n/a,(see Code table 4.11),
1873,4.4,GRIB2_Template_4_83_ProductDefinitionTemplate_en,66,octet,n/a,(see Code table 4.4),
1874,4.4,GRIB2_Template_4_83_ProductDefinitionTemplate_en,71,octet,n/a,(see Code table 4.4),
1878,4.1,GRIB2_Template_4_91_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1879,4.2,GRIB2_Template_4_91_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1880,4.3,GRIB2_Template_4_91_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.3),
1882,4.4,GRIB2_Template_4_91_ProductDefinitionTemplate_en,18,octet,n/a,(see Code table 4.4),
1884,4.5,GRIB2_Template_4_91_ProductDefinitionTemplate_en,23,octet,n/a,(see Code table 4.5),
1885,4.5,GRIB2_Template_4_91_ProductDefinitionTemplate_en,29,octet,n/a,(see Code table 4.5),
1886,4.91,GRIB2_Template_4_91_ProductDefinitionTemplate_en,(37+12(i-1)),octet,n/a,(see Code table 4.91),
1887,4.1,GRIB2_Template_4_91_ProductDefinitionTemplate_en,(60+12(NC-1)),octet,n/a,(see Code table 4.10),
1888,4.11,GRIB2_Template_4_91_ProductDefinitionTemplate_en,(61+12(NC-1)),octet,n/a,(see Code table 4.11),
1889,4.4,GRIB2_Template_4_91_ProductDefinitionTemplate_en,(62+12(NC-1)),octet,n/a,(see Code table 4.4),
1890,4.4,GRIB2_Template_4_91_ProductDefinitionTemplate_en,(67+12(NC-1)),octet,n/a,(see Code table 4.4),
1893,4.1,GRIB2_Template_4_254_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1894,4.2,GRIB2_Template_4_254_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1895,4.1,GRIB2_Template_4_1000_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1896,4.2,GRIB2_Template_4_1000_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1897,4.3,GRIB2_Template_4_1000_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.3),
1899,4.4,GRIB2_Template_4_1000_ProductDefinitionTemplate_en,18,octet,n/a,(see Code table 4.4),
1901,4.1,GRIB2_Template_4_1001_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1902,4.2,GRIB2_Template_4_1001_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1903,4.3,GRIB2_Template_4_1001_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.3),
1905,4.4,GRIB2_Template_4_1001_ProductDefinitionTemplate_en,18,octet,n/a,(see Code table 4.4),
1906,4.1,GRIB2_Template_4_1001_ProductDefinitionTemplate_en,27,octet,n/a,(see Code table 4.10),
1907,4.11,GRIB2_Template_4_1001_ProductDefinitionTemplate_en,28,octet,n/a,(see Code table 4.11),
1908,4.4,GRIB2_Template_4_1001_ProductDefinitionTemplate_en,29,octet,n/a,(see Code table 4.4),
1909,4.4,GRIB2_Template_4_1001_ProductDefinitionTemplate_en,34,octet,n/a,(see Code table 4.4),
1912,4.1,GRIB2_Template_4_1002_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1913,4.2,GRIB2_Template_4_1002_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1914,4.3,GRIB2_Template_4_1002_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.3),
1916,4.4,GRIB2_Template_4_1002_ProductDefinitionTemplate_en,18,octet,n/a,(see Code table 4.4),
1917,4.22,GRIB2_Template_4_1002_ProductDefinitionTemplate_en,23,octet,n/a,(see Code table 4.220),
1918,4.221,GRIB2_Template_4_1002_ProductDefinitionTemplate_en,24,octet,n/a,(see Code table 4.221),
1919,4.1,GRIB2_Template_4_1002_ProductDefinitionTemplate_en,25,octet,n/a,(see Code table 4.10),
1921,4.1,GRIB2_Template_4_1100_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1922,4.2,GRIB2_Template_4_1100_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1923,4.3,GRIB2_Template_4_1100_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.3),
1925,4.4,GRIB2_Template_4_1100_ProductDefinitionTemplate_en,18,octet,n/a,(see Code table 4.4),
1926,4.5,GRIB2_Template_4_1100_ProductDefinitionTemplate_en,23,octet,n/a,(see Code table 4.5),
1927,4.5,GRIB2_Template_4_1100_ProductDefinitionTemplate_en,29,octet,n/a,(see Code table 4.5),
1929,4.1,GRIB2_Template_4_1101_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1930,4.2,GRIB2_Template_4_1101_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1931,4.3,GRIB2_Template_4_1101_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.3),
1933,4.4,GRIB2_Template_4_1101_ProductDefinitionTemplate_en,18,octet,n/a,(see Code table 4.4),
1935,4.5,GRIB2_Template_4_1101_ProductDefinitionTemplate_en,23,octet,n/a,(see Code table 4.5),
1936,4.5,GRIB2_Template_4_1101_ProductDefinitionTemplate_en,29,octet,n/a,(see Code table 4.5),
1937,4.1,GRIB2_Template_4_1101_ProductDefinitionTemplate_en,39,octet,n/a,(see Code table 4.10),
1938,4.11,GRIB2_Template_4_1101_ProductDefinitionTemplate_en,40,octet,n/a,(see Code table 4.11),
1939,4.4,GRIB2_Template_4_1101_ProductDefinitionTemplate_en,41,octet,n/a,(see Code table 4.4),
1940,4.4,GRIB2_Template_4_1101_ProductDefinitionTemplate_en,46,octet,n/a,(see Code table 4.4),
1943,4.1,GRIB2_Template_4_84_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1944,4.2,GRIB2_Template_4_84_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1945,4.233,GRIB2_Template_4_84_ProductDefinitionTemplate_en,12-13,octet,n/a,(see Code table 4.233),
1946,4.238,GRIB2_Template_4_84_ProductDefinitionTemplate_en,14,octet,n/a,(see Code table 4.238),
1947,4.91,GRIB2_Template_4_84_ProductDefinitionTemplate_en,15,octet,n/a,(see Code table 4.91),
1948,4.3,GRIB2_Template_4_84_ProductDefinitionTemplate_en,26,octet,n/a,(see Code table 4.3),
1950,4.4,GRIB2_Template_4_84_ProductDefinitionTemplate_en,32,octet,n/a,(see Code table 4.4),
1952,4.5,GRIB2_Template_4_84_ProductDefinitionTemplate_en,37,octet,n/a,(see Code table 4.5),
1953,4.5,GRIB2_Template_4_84_ProductDefinitionTemplate_en,43,octet,n/a,(see Code table 4.5),
1954,4.6,GRIB2_Template_4_84_ProductDefinitionTemplate_en,49,octet,n/a,(see Code table 4.6),
1955,4.1,GRIB2_Template_4_84_ProductDefinitionTemplate_en,64,octet,n/a,(see Code table 4.10),
1956,4.11,GRIB2_Template_4_84_ProductDefinitionTemplate_en,65,octet,n/a,(see Code table 4.11),
1957,4.4,GRIB2_Template_4_84_ProductDefinitionTemplate_en,66,octet,n/a,(see Code table 4.4),
1958,4.4,GRIB2_Template_4_84_ProductDefinitionTemplate_en,71,octet,n/a,(see Code table 4.4),
1961,4.1,GRIB2_Template_4_85_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1962,4.2,GRIB2_Template_4_85_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1963,4.233,GRIB2_Template_4_85_ProductDefinitionTemplate_en,12-13,octet,n/a,(see Code table 4.233),
1964,4.91,GRIB2_Template_4_85_ProductDefinitionTemplate_en,14,octet,n/a,(see Code table 4.91),
1965,4.3,GRIB2_Template_4_85_ProductDefinitionTemplate_en,25,octet,n/a,(see Code table 4.3),
1967,4.4,GRIB2_Template_4_85_ProductDefinitionTemplate_en,31,octet,n/a,(see Code table 4.4),
1969,4.5,GRIB2_Template_4_85_ProductDefinitionTemplate_en,36,octet,n/a,(see Code table 4.5),
1970,4.5,GRIB2_Template_4_85_ProductDefinitionTemplate_en,42,octet,n/a,(see Code table 4.5),
1971,4.6,GRIB2_Template_4_85_ProductDefinitionTemplate_en,48,octet,n/a,(see Code table 4.6),
1972,4.1,GRIB2_Template_4_85_ProductDefinitionTemplate_en,63,octet,n/a,(see Code table 4.10),
1973,4.11,GRIB2_Template_4_85_ProductDefinitionTemplate_en,64,octet,n/a,(see Code table 4.11),
1974,4.4,GRIB2_Template_4_85_ProductDefinitionTemplate_en,65,octet,n/a,(see Code table 4.4),
1975,4.4,GRIB2_Template_4_85_ProductDefinitionTemplate_en,70,octet,n/a,(see Code table 4.4),
1978,4.1,GRIB2_Template_4_86_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1979,4.2,GRIB2_Template_4_86_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1980,4.3,GRIB2_Template_4_86_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.3),
1982,4.4,GRIB2_Template_4_86_ProductDefinitionTemplate_en,18,octet,n/a,(see Code table 4.4),
1983,4.5,GRIB2_Template_4_86_ProductDefinitionTemplate_en,23,octet,n/a,(see Code table 4.5),
1984,4.5,GRIB2_Template_4_86_ProductDefinitionTemplate_en,29,octet,n/a,(see Code table 4.5),
1985,4.1,GRIB2_Template_4_87_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1986,4.2,GRIB2_Template_4_87_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1987,4.3,GRIB2_Template_4_87_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.3),
1989,4.4,GRIB2_Template_4_87_ProductDefinitionTemplate_en,18,octet,n/a,(see Code table 4.4),
1991,4.5,GRIB2_Template_4_87_ProductDefinitionTemplate_en,23,octet,n/a,(see Code table 4.5),
1992,4.5,GRIB2_Template_4_87_ProductDefinitionTemplate_en,29,octet,n/a,(see Code table 4.5),
1993,4.1,GRIB2_Template_4_87_ProductDefinitionTemplate_en,51,octet,n/a,(see Code table 4.10),
1994,4.11,GRIB2_Template_4_87_ProductDefinitionTemplate_en,52,octet,n/a,(see Code table 4.11),
1995,4.4,GRIB2_Template_4_87_ProductDefinitionTemplate_en,53,octet,n/a,(see Code table 4.4),
1996,4.4,GRIB2_Template_4_87_ProductDefinitionTemplate_en,58,octet,n/a,(see Code table 4.4),
1998,4.1,GRIB2_Template_4_88_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1999,4.2,GRIB2_Template_4_88_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
2000,4.3,GRIB2_Template_4_88_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.3),
2001,4.5,GRIB2_Template_4_88_ProductDefinitionTemplate_en,15,octet,n/a,(see Code table 4.5),
2002,4.5,GRIB2_Template_4_88_ProductDefinitionTemplate_en,21,octet,n/a,(see Code table 4.5),
2003,2.248,GRIB2_Template_4_88_ProductDefinitionTemplate_en,27,octet,n/a,(see Code Table 2.248),
2005,5.1,GRIB2_Template_5_0_DataRepresentationTemplate_en,21,octet,n/a,(see Code table 5.1),
2008,5.2,GRIB2_Template_5_1_DataRepresentationTemplate_en,31,octet,n/a,(Code table 5.2),
2009,5.2,GRIB2_Template_5_1_DataRepresentationTemplate_en,33,octet,n/a,(Code table 5.2),
2010,5.3,GRIB2_Template_5_1_DataRepresentationTemplate_en,35,octet,n/a,(Code table 5.3),
2011,5.3,GRIB2_Template_5_1_DataRepresentationTemplate_en,36,octet,n/a,(Code table 5.3),
2018,5.4,GRIB2_Template_5_2_DataRepresentationTemplate_en,22,octet,n/a,(see Code table 5.4),
2019,5.5,GRIB2_Template_5_2_DataRepresentationTemplate_en,23,octet,n/a,(see Code table 5.5),
2036,5.6,GRIB2_Template_5_3_DataRepresentationTemplate_en,48,octet,n/a,(see Code table 5.6),
2041,5.7,GRIB2_Template_5_4_DataRepresentationTemplate_en,12,octet,n/a,(see Code table 5.7),
2051,5.1,GRIB2_Template_5_41_DataRepresentationTemplate_en,21,octet,n/a,(see Code table 5.1),
2058,5.1,GRIB2_Template_5_42_DataRepresentationTemplate_en,21,octet,n/a,(see Code table 5.1),
2070,5.7,GRIB2_Template_5_51_DataRepresentationTemplate_en,35,octet,n/a,(see Code table 5.7),
2074,5.25,GRIB2_Template_5_53_DataRepresentationTemplate_en,21,octet,n/a,(see Code table 5.25),
2075,5.26,GRIB2_Template_5_53_DataRepresentationTemplate_en,22,octet,n/a,(see Code table 5.26),
2079,5.7,GRIB2_Template_5_53_DataRepresentationTemplate_en,35,octet,n/a,(see Code table 5.7),
2114,3.8,GRIB2_Template_3_100_GridDefinitionTemplate_en,32,octet,n/a,(see Code table 3.8),
2121,3.2,GRIB2_Template_3_101_GridDefinitionTemplate_en,15,octet,n/a,(see Code table 3.2),
2123,3.2,GRIB2_Template_3_110_GridDefinitionTemplate_en,15,octet,n/a,(see Code table 3.2),
2129,3.2,GRIB2_Template_3_140_GridDefinitionTemplate_en,15,octet,n/a,(see Code table 3.2),
2133,3.2,GRIB2_Template_3_1000_GridDefinitionTemplate_en,15,octet,n/a,(see Code table 3.2),
2141,3.2,GRIB2_Template_3_1000_GridDefinitionTemplate_en,60,octet,n/a,(see Code table 3.20),
2143,3.2,GRIB2_Template_3_1100_GridDefinitionTemplate_en,15,octet,n/a,(see Code table 3.2),
2151,3.2,GRIB2_Template_3_1100_GridDefinitionTemplate_en,60,octet,n/a,(see Code table 3.20),
2153,4.4,GRIB2_Template_3_1200_GridDefinitionTemplate_en,19,octet,n/a,(see Code table 4.4),
2154,4.11,GRIB2_Template_3_1200_GridDefinitionTemplate_en,24,octet,n/a,(see Code table 4.11),
2155,4.4,GRIB2_Template_3_1200_GridDefinitionTemplate_en,25,octet,n/a,(see Code table 4.4),
2156,3.15,GRIB2_Template_3_1200_GridDefinitionTemplate_en,39,octet,n/a,(see Code table 3.15),
2157,3.21,GRIB2_Template_3_1200_GridDefinitionTemplate_en,40,octet,n/a,(see Code table 3.21),
2159,3.6,GRIB2_Template_3_61_GridDefinitionTemplate_en,15,octet,n/a,(see Code table 3.6),
2160,3.25,GRIB2_Template_3_61_GridDefinitionTemplate_en,24,octet,n/a,(see Code table 3.25),
2161,3.2,GRIB2_Template_3_61_GridDefinitionTemplate_en,73,octet,n/a,(see Code table 3.2),
2163,3.6,GRIB2_Template_3_62_GridDefinitionTemplate_en,15,octet,n/a,(see Code table 3.6),
2164,3.25,GRIB2_Template_3_62_GridDefinitionTemplate_en,24,octet,n/a,(see Code table 3.25),
2165,3.2,GRIB2_Template_3_62_GridDefinitionTemplate_en,73,octet,n/a,(see Code table 3.2),
2166,3.6,GRIB2_Template_3_63_GridDefinitionTemplate_en,15,octet,n/a,(see Code table 3.6),
2167,3.25,GRIB2_Template_3_63_GridDefinitionTemplate_en,24,octet,n/a,(see Code table 3.25),
2168,3.2,GRIB2_Template_3_63_GridDefinitionTemplate_en,73,octet,n/a,(see Code table 3.2),
2169,3.2,GRIB2_Template_3_90_GridDefinitionTemplate_en,15,octet,n/a,(see Code table 3.2),
2179,4.4,GRIB2_Template_4_88_ProductDefinitionTemplate_en,36,octet,n/a,"(see Code Table 4.4, set to missing if analysis)",
1469,CCT-14,GRIB2_Template_4_48_ProductDefinitionTemplate_en,12-13,octet,n/a,(see Common Code table C-14),
1479,CCT-14,GRIB2_Template_4_49_ProductDefinitionTemplate_en,12-13,octet,n/a,(see Common Code table C-14),
1710,CCT-11,GRIB2_Template_4_70_ProductDefinitionTemplate_en,14-15,octet,n/a,(see Common Code table C-11 and Note 2),
1721,CCT-11,GRIB2_Template_4_71_ProductDefinitionTemplate_en,14-15,octet,n/a,(see Common Code table C-11 and Note 2),
1733,CCT-11,GRIB2_Template_4_72_ProductDefinitionTemplate_en,14-15,octet,n/a,(see Common Code table C-11 and Note 2),
1751,CCT-11,GRIB2_Template_4_73_ProductDefinitionTemplate_en,14-15,octet,n/a,(see Common Code table C-11 and Note 2),
1821,CCT-14,GRIB2_Template_4_80_ProductDefinitionTemplate_en,12-13,octet,n/a,(see Common Code table C-14),
1832,CCT-14,GRIB2_Template_4_81_ProductDefinitionTemplate_en,12-13,octet,n/a,(see Common Code table C-14),
