"No","Title_en","SubTitle_en","CodeFlag","Value","MeaningParameterDescription_en","Note_en","UnitComments_en","Status"
673.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology","10",,"Air concentration",,"Bq m-3","Operational"
674.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology","11",,"Wet deposition",,"Bq m-2","Operational"
675.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology","12",,"Dry deposition",,"Bq m-2","Operational"
676.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology","13",,"Total deposition (wet + dry)",,"Bq m-2","Operational"
677.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology","14-191",,"Reserved",,,"Operational"
678.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology","192-254",,"Reserved for local use",,,"Operational"
679.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology","255",,"Missing",,,"Operational"
680.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","0",,"Visibility",,"m","Operational"
681.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","1",,"Albedo",,"%","Operational"
682.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","2",,"Thunderstorm probability",,"%","Operational"
683.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","3",,"Mixed layer depth",,"m","Operational"
684.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","4",,"Volcanic ash",,"(Code table 4.206)","Operational"
685.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","5",,"Icing top",,"m","Operational"
686.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","6",,"Icing base",,"m","Operational"
687.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","7",,"Icing",,"(Code table 4.207)","Operational"
688.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","8",,"Turbulence top",,"m","Operational"
689.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","9",,"Turbulence base",,"m","Operational"
690.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","10",,"Turbulence",,"(Code table 4.208)","Operational"
691.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","11",,"Turbulent kinetic energy",,"J/kg","Operational"
692.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","12",,"Planetary boundary-layer regime",,"(Code table 4.209)","Operational"
693.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","13",,"Contrail intensity",,"(Code table 4.210)","Operational"
694.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","14",,"Contrail engine type",,"(Code table 4.211)","Operational"
695.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","15",,"Contrail top",,"m","Operational"
696.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","16",,"Contrail base",,"m","Operational"
697.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","17",,"Maximum snow albedo","(see Note 1)","%","Deprecated"
698.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","18",,"Snow free albedo",,"%","Operational"
699.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","19",,"Snow albedo",,"%","Operational"
700.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","20",,"Icing",,"%","Operational"
701.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","21",,"In-cloud turbulence",,"%","Operational"
702.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","22",,"Clear air turbulence (CAT)",,"%","Operational"
703.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","23",,"Supercooled large droplet probability","(see Note 2)","%","Operational"
704.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","24",,"Convective turbulent kinetic energy",,"J/kg","Operational"
705.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","25",,"Weather",,"(Code table 4.225)","Operational"
706.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","26",,"Convective outlook",,"(Code table 4.224)","Operational"
707.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","27",,"Icing scenario",,"(Code table 4.227)","Operational"
708.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","28-191",,"Reserved",,,"Operational"
709.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","192-254",,"Reserved for local use",,,"Operational"
710.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","255",,"Missing",,,"Operational"
711.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","0",,"Mass density (concentration)",,"kg m-3","Operational"
712.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","1",,"Column-integrated mass density","(see Note)","kg m-2","Operational"
713.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","2",,"Mass mixing ratio (mass fraction in air)",,"kg/kg","Operational"
714.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","3",,"Atmosphere emission mass flux",,"kg m-2 s-1","Operational"
715.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","4",,"Atmosphere net production mass flux",,"kg m-2 s-1","Operational"
716.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","5",,"Atmosphere net production and emission mass flux",,"kg m-2 s-1","Operational"
717.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","6",,"Surface dry deposition mass flux",,"kg m-2 s-1","Operational"
718.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","7",,"Surface wet deposition mass flux",,"kg m-2 s-1","Operational"
719.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","8",,"Atmosphere re-emission mass flux",,"kg m-2 s-1","Operational"
720.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","9",,"Wet deposition by large-scale precipitation mass flux",,"kg m-2 s-1","Operational"
721.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","10",,"Wet deposition by convective precipitation mass flux",,"kg m-2 s-1","Operational"
722.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","11",,"Sedimentation mass flux",,"kg m-2 s-1","Operational"
723.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","12",,"Dry deposition mass flux",,"kg m-2 s-1","Operational"
724.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","13",,"Transfer from hydrophobic to hydrophilic",,"kg kg-1 s-1","Operational"
725.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","14",,"Transfer from SO2 (sulphur dioxide) to SO4 (sulphate)",,"kg kg-1 s-1","Operational"
726.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","15-49",,"Reserved",,,"Operational"
727.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","50",,"Amount in atmosphere",,"mol","Operational"
728.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","51",,"Concentration in air",,"mol m-3","Operational"
729.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","52",,"Volume mixing ratio (fraction in air)",,"mol/mol","Operational"
730.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","53",,"Chemical gross production rate of concentration",,"mol m-3 s-1","Operational"
731.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","54",,"Chemical gross destruction rate of concentration",,"mol m-3 s-1","Operational"
732.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","55",,"Surface flux",,"mol m-2 s-1","Operational"
733.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","56",,"Changes of amount in atmosphere","(see Note)","mol/s","Operational"
734.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","57",,"Total yearly average burden of the atmosphere",,"mol","Operational"
735.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","58",,"Total yearly averaged atmospheric loss","(see Note)","mol/s","Operational"
736.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","59",,"Aerosol number concentration",,"m-3","Operational"
737.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","60-99",,"Reserved",,,"Operational"
738.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","100",,"Surface area density (aerosol)",,"/m","Operational"
739.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","101",,"Vertical visual range",,"m","Operational"
740.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","102",,"Aerosol optical thickness",,"Numeric","Operational"
741.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","103",,"Single scattering albedo",,"Numeric","Operational"
742.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","104",,"Asymmetry factor",,"Numeric","Operational"
743.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","105",,"Aerosol extinction coefficient",,"m-1","Operational"
744.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","106",,"Aerosol absorption coefficient",,"m-1","Operational"
745.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","107",,"Aerosol lidar backscatter from satellite",,"m-1 sr-1","Operational"
746.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","108",,"Aerosol lidar backscatter from the ground",,"m-1 sr-1","Operational"
747.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","109",,"Aerosol lidar extinction from satellite",,"m-1","Operational"
748.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","110",,"Aerosol lidar extinction from the ground",,"m-1","Operational"
749.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","111-191",,"Reserved",,,"Operational"
750.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","192-254",,"Reserved for local use",,,"Operational"
751.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: Atmospheric chemical constituents","255",,"Missing",,,"Operational"
752.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 190: CCITT IA5 string","0",,"Arbitrary text string",,"CCITT IA5","Operational"
753.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 190: CCITT IA5 string","1-191",,"Reserved",,,"Operational"
754.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 190: CCITT IA5 string","192-254",,"Reserved for local use",,,"Operational"
755.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 190: CCITT IA5 string","255",,"Missing",,,"Operational"
756.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 191: miscellaneous","0",,"Seconds prior to initial reference time (defined in Section 1)",,"s","Operational"
757.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 191: miscellaneous","1",,"Geographical latitude",,"deg N","Operational"
758.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 191: miscellaneous","2",,"Geographical longitude",,"deg E","Operational"
759.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 191: miscellaneous","3-191",,"Reserved",,,"Operational"
760.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 191: miscellaneous","192-254",,"Reserved for local use",,,"Operational"
761.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 191: miscellaneous","255",,"Missing",,,"Operational"
762.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","0",,"Flash flood guidance (Encoded as an accumulation over a floating subinterval of time between the reference time and valid time)",,"kg m-2","Operational"
763.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","1",,"Flash flood runoff (Encoded as an accumulation over a floating subinterval of time)",,"kg m-2","Operational"
764.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","2",,"Remotely-sensed snow cover",,"(Code table 4.215)","Operational"
765.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","3",,"Elevation of snow-covered terrain",,"(Code table 4.216)","Operational"
766.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","4",,"Snow water equivalent per cent of normal",,"%","Operational"
767.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","5",,"Baseflow-groundwater runoff",,"kg m-2","Operational"
768.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","6",,"Storm surface runoff",,"kg m-2","Operational"
769.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","7-191",,"Reserved",,,"Operational"
770.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","192-254",,"Reserved for local use",,,"Operational"
771.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","255",,"Missing",,,"Operational"
772.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 1: hydrology probabilities","0",,"Conditional per cent precipitation amount fractile for an overall period (Encoded as an accumulation)",,"kg m-2","Operational"
773.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 1: hydrology probabilities","1",,"Per cent precipitation in a sub-period of an overall period (Encoded as per cent accumulation over the sub-period)",,"%","Operational"
774.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 1: hydrology probabilities","2",,"Probability of 0.01 inch of precipitation (POP)",,"%","Operational"
775.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 1: hydrology probabilities","3-191",,"Reserved",,,"Operational"
776.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 1: hydrology probabilities","192-254",,"Reserved for local use",,,"Operational"
777.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 1: hydrology probabilities","255",,"Missing",,,"Operational"
778.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","0",,"Water depth",,"m","Operational"
779.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","1",,"Water temperature",,"K","Operational"
780.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","2",,"Water fraction",,"Proportion","Operational"
781.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","3",,"Sediment thickness",,"m","Operational"
782.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","4",,"Sediment temperature",,"K","Operational"
783.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","5",,"Ice thickness",,"m","Operational"
784.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","6",,"Ice temperature",,"K","Operational"
785.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","7",,"Ice cover",,"Proportion","Operational"
786.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","8",,"Land cover (0 = water, 1 = land)",,"Proportion","Operational"
787.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","9",,"Shape factor with respect to salinity profile",,"-","Operational"
788.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","10",,"Shape factor with respect to temperature profile in thermocline",,"-","Operational"
789.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","11",,"Attenuation coefficient of water with respect to solar radiation",,"m-1","Operational"
790.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 2: inland water and sediment properties","12",,"Salinity",,"kg kg-1","Operational"
791.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","0",,"Land cover (0 = sea, 1 = land)",,"Proportion","Operational"
792.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","1",,"Surface roughness",,"m","Operational"
793.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","2",,"Soil temperature","***","K","Deprecated"
794.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","3",,"Soil moisture content","*","kg m-2","Deprecated"
795.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","4",,"Vegetation",,"%","Operational"
796.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","5",,"Water runoff",,"kg m-2","Operational"
797.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","6",,"Evapotranspiration",,"kg-2 s-1","Operational"
798.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","7",,"Model terrain height",,"m","Operational"
799.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","8",,"Land use",,"(Code table 4.212)","Operational"
800.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","9",,"Volumetric soil moisture content","**","Proportion","Deprecated"
801.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","10",,"Ground heat flux","*","W m-2","Deprecated"
802.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","11",,"Moisture availability",,"%","Operational"
803.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","12",,"Exchange coefficient",,"kg m-2 s-1","Operational"
804.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","13",,"Plant canopy surface water",,"kg m-2","Operational"
805.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","14",,"Blackadar’s mixing length scale",,"m","Operational"
806.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","15",,"Canopy conductance",,"m/s","Operational"
807.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","16",,"Minimal stomatal resistance",,"s/m","Operational"
808.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","17",,"Wilting point","*","Proportion","Deprecated"
809.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","18",,"Solar parameter in canopy conductance",,"Proportion","Operational"
810.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","19",,"Temperature parameter in canopy",,"Proportion","Operational"
811.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","20",,"Humidity parameter in canopy conductance",,"Proportion","Operational"
812.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","21",,"Soil moisture parameter in canopy conductance",,"Proportion","Operational"
813.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","22",,"Soil moisture","***","kg m-3","Deprecated"
814.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","23",,"Column-integrated soil water","***","kg m-2","Deprecated"
815.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","24",,"Heat flux",,"W m-2","Operational"
816.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","25",,"Volumetric soil moisture",,"m3 m-3","Operational"
817.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","26",,"Wilting point",,"kg m-3","Operational"
818.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","27",,"Volumetric wilting point",,"m3 m-3","Operational"
819.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","28",,"Leaf area index",,"Numeric","Operational"
820.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","29",,"Evergreen forest cover",,"Proportion","Operational"
821.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","30",,"Deciduous forest cover",,"Proportion","Operational"
822.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","31",,"Normalized differential vegetation index (NDVI)",,"Numeric","Operational"
823.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","32",,"Root depth of vegetation",,"m","Operational"
824.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","33-191",,"Reserved",,,"Operational"
825.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","192-254",,"Reserved for local use",,,"Operational"
826.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 0: vegetation/biomass","255",,"Missing",,,"Operational"
827.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 2 - Land surface products, parameter category 3: soil products","0",,"Soil type",,"(Code table 4.213)","Operational"
