"No","Title_en","SubTitle_en","CodeFlag","Value","MeaningParameterDescription_en","Note_en","UnitComments_en","Status"
780.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology","0",,"Air concentration of caesium 137",,"Bq m-3","Operational"
781.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology","1",,"Air concentration of iodine 131",,"Bq m-3","Operational"
782.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology","2",,"Air concentration of radioactive pollutant",,"Bq m-3","Operational"
783.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology","3",,"Ground deposition of caesium 137",,"Bq m-2","Operational"
784.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology","4",,"Ground deposition of iodine 131",,"Bq m-2","Operational"
785.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology","5",,"Ground deposition of radioactive pollutant",,"Bq m-2","Operational"
786.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology","6",,"Time-integrated air concentration of caesium pollutant","(see Note 1)","Bq s m-3","Operational"
787.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology","7",,"Time-integrated air concentration of iodine pollutant","(see Note 1)","Bq s m-3","Operational"
788.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology","8",,"Time-integrated air concentration of radioactive pollutant","(see Note 1)","Bq s m-3","Operational"
789.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology","9",,"Reserved",,,"Operational"
790.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology","10",,"Air concentration","(see Note 2)","Bq m-3","Operational"
791.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology","11",,"Wet deposition",,"Bq m-2","Operational"
792.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology","12",,"Dry deposition",,"Bq m-2","Operational"
793.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology","13",,"Total deposition (wet + dry)",,"Bq m-2","Operational"
794.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology","14",,"Specific activity concentration","(see Note 2)","Bq kg-1","Operational"
795.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology","15",,"Maximum of air concentration in layer",,"Bq m-3","Operational"
796.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology","16",,"Height of maximum air concentration",,"m","Operational"
797.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology","17",,"Column-integrated air concentration",,"Bq m-2","Operational"
798.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology","18",,"Column-averaged air concentration in layer",,"Bq m-3","Operational"
799.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology","19-191",,"Reserved",,,"Operational"
800.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology","192-254",,"Reserved for local use",,,"Operational"
801.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 18: nuclear/radiology","255",,"Missing",,,"Operational"
802.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","0",,"Visibility",,"m","Operational"
803.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","1",,"Albedo",,"%","Operational"
804.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","2",,"Thunderstorm probability",,"%","Operational"
805.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","3",,"Mixed layer depth",,"m","Operational"
806.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","4",,"Volcanic ash",,"(Code table 4.206)","Operational"
807.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","5",,"Icing top",,"m","Operational"
808.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","6",,"Icing base",,"m","Operational"
809.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","7",,"Icing",,"(Code table 4.207)","Operational"
810.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","8",,"Turbulence top",,"m","Operational"
811.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","9",,"Turbulence base",,"m","Operational"
812.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","10",,"Turbulence",,"(Code table 4.208)","Operational"
813.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","11",,"Turbulent kinetic energy",,"J/kg","Operational"
814.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","12",,"Planetary boundary-layer regime",,"(Code table 4.209)","Operational"
815.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","13",,"Contrail intensity",,"(Code table 4.210)","Operational"
816.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","14",,"Contrail engine type",,"(Code table 4.211)","Operational"
817.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","15",,"Contrail top",,"m","Operational"
818.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","16",,"Contrail base",,"m","Operational"
819.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","17",,"Maximum snow albedo","(see Note 1)","%","Deprecated"
820.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","18",,"Snow free albedo",,"%","Operational"
821.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","19",,"Snow albedo",,"%","Operational"
822.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","20",,"Icing",,"%","Operational"
823.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","21",,"In-cloud turbulence",,"%","Operational"
824.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","22",,"Clear air turbulence (CAT)",,"%","Operational"
825.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","23",,"Supercooled large droplet probability","(see Note 2)","%","Operational"
826.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","24",,"Convective turbulent kinetic energy",,"J/kg","Operational"
827.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","25",,"Weather",,"(Code table 4.225)","Operational"
828.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","26",,"Convective outlook",,"(Code table 4.224)","Operational"
829.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","27",,"Icing scenario",,"(Code table 4.227)","Operational"
830.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","28",,"Mountain wave turbulence (eddy dissipation rate)",,"m2/3 s-1","Operational"
831.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","29",,"Clear air turbulence (CAT)",,"m2/3 s-1","Operational"
832.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","30",,"Eddy dissipation parameter","(see Note 3)","m2/3 s-1","Operational"
833.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","31",,"Maximum of eddy dissipation parameter in layer",,"m2/3 s-1","Operational"
834.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","32",,"Highest freezing level",,"m","Operational"
835.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","33",,"Visibility through liquid fog",,"m","Operational"
836.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","34",,"Visibility through ice fog",,"m","Operational"
837.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","35",,"Visibility through blowing snow",,"m","Operational"
838.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","36-191",,"Reserved",,,"Operational"
839.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","192-254",,"Reserved for local use",,,"Operational"
840.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 19: physical atmospheric properties","255",,"Missing",,,"Operational"
841.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","0",,"Mass density (concentration)",,"kg m-3","Operational"
842.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","1",,"Column-integrated mass density","(see Note 1)","kg m-2","Operational"
843.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","2",,"Mass mixing ratio (mass fraction in air)",,"kg/kg","Operational"
844.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","3",,"Atmosphere emission mass flux",,"kg m-2 s-1","Operational"
845.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","4",,"Atmosphere net production mass flux",,"kg m-2 s-1","Operational"
846.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","5",,"Atmosphere net production and emission mass flux",,"kg m-2 s-1","Operational"
847.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","6",,"Surface dry deposition mass flux",,"kg m-2 s-1","Operational"
848.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","7",,"Surface wet deposition mass flux",,"kg m-2 s-1","Operational"
849.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","8",,"Atmosphere re-emission mass flux",,"kg m-2 s-1","Operational"
850.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","9",,"Wet deposition by large-scale precipitation mass flux",,"kg m-2 s-1","Operational"
851.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","10",,"Wet deposition by convective precipitation mass flux",,"kg m-2 s-1","Operational"
852.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","11",,"Sedimentation mass flux",,"kg m-2 s-1","Operational"
853.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","12",,"Dry deposition mass flux",,"kg m-2 s-1","Operational"
854.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","13",,"Transfer from hydrophobic to hydrophilic",,"kg kg-1 s-1","Operational"
855.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","14",,"Transfer from SO2 (sulphur dioxide) to SO4 (sulphate)",,"kg kg-1 s-1","Operational"
856.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","15-49",,"Reserved",,,"Operational"
857.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","15",,"Dry deposition velocity",,"m/s","Operational"
858.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","16",,"Mass mixing ratio with respect to dry air",,"kg/kg","Operational"
859.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","17",,"Mass mixing ratio with respect to wet air",,"kg/kg","Operational"
860.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","18-49",,"Reserved",,,"Operational"
861.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","50",,"Amount in atmosphere",,"mol","Operational"
862.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","51",,"Concentration in air",,"mol m-3","Operational"
863.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","52",,"Volume mixing ratio (fraction in air)",,"mol/mol","Operational"
864.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","53",,"Chemical gross production rate of concentration",,"mol m-3 s-1","Operational"
865.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","54",,"Chemical gross destruction rate of concentration",,"mol m-3 s-1","Operational"
866.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","55",,"Surface flux",,"mol m-2 s-1","Operational"
867.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","56",,"Changes of amount in atmosphere","(see Note 1)","mol/s","Operational"
868.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","57",,"Total yearly average burden of the atmosphere",,"mol","Operational"
869.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","58",,"Total yearly averaged atmospheric loss","(see Note 1)","mol/s","Operational"
870.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","59",,"Aerosol number concentration","(see Note 2)","m-3","Operational"
871.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","60",,"Aerosol specific number concentration","(see Note 2)","kg-1","Operational"
872.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","61",,"Maximum of mass density in layer","(see Note 1)","kg m-3","Operational"
873.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","62",,"Height of maximum mass density",,"m","Operational"
874.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","63",,"Column-averaged mass density in layer",,"kg m-3","Operational"
875.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","64-99",,"Reserved",,,"Operational"
876.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","64",,"Mole fraction with respect to dry air",,"mol/mol","Operational"
877.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","65",,"Mole fraction with respect to wet air",,"mol/mol","Operational"
878.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","66",,"Column-integrated in-cloud scavenging rate by precipitation",,"kg m-2 s-1","Operational"
879.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","67",,"Column-integrated below-cloud scavenging rate by precipitation",,"kg m-2 s-1","Operational"
880.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","68",,"Column-integrated release rate from evaporating precipitation",,"kg m-2 s-1","Operational"
881.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","69",,"Column-integrated in-cloud scavenging rate by large-scale precipitation",,"kg m-2 s-1","Operational"
882.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","70",,"Column-integrated below-cloud scavenging rate by large-scale precipitation",,"kg m-2 s-1","Operational"
883.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","71",,"Column-integrated release rate from evaporating large-scale precipitation",,"kg m-2 s-1","Operational"
884.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","72",,"Column-integrated in-cloud scavenging rate by convective precipitation",,"kg m-2 s-1","Operational"
885.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","73",,"Column-integrated below-cloud scavenging rate by convective precipitation",,"kg m-2 s-1","Operational"
886.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","74",,"Column-integrated release rate from evaporating convective precipitation",,"kg m-2 s-1","Operational"
887.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","75",,"Wildfire flux",,"kg m-2 s-1","Operational"
888.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","76-99",,"Reserved",,,"Operational"
889.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","100",,"Surface area density (aerosol)",,"/m","Operational"
890.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","101",,"Vertical visual range",,"m","Operational"
891.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","102",,"Aerosol optical thickness",,"Numeric","Operational"
892.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","103",,"Single scattering albedo",,"Numeric","Operational"
893.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","104",,"Asymmetry factor",,"Numeric","Operational"
894.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","105",,"Aerosol extinction coefficient",,"/m","Operational"
895.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","106",,"Aerosol absorption coefficient",,"/m","Operational"
896.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","107",,"Aerosol lidar backscatter from satellite",,"m-1 sr-1","Operational"
897.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","108",,"Aerosol lidar backscatter from the ground",,"m-1 sr-1","Operational"
898.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","109",,"Aerosol lidar extinction from satellite",,"/m","Operational"
899.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","110",,"Aerosol lidar extinction from the ground",,"/m","Operational"
900.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","111",,"Angstrom exponent",,"Numeric","Operational"
901.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","112-191",,"Reserved",,,"Operational"
902.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","192-254",,"Reserved for local use",,,"Operational"
903.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 20: atmospheric chemical constituents","255",,"Missing",,,"Operational"
904.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 190: CCITT IA5 string","0",,"Arbitrary text string",,"CCITT IA5","Operational"
905.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 190: CCITT IA5 string","1-191",,"Reserved",,,"Operational"
906.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 190: CCITT IA5 string","192-254",,"Reserved for local use",,,"Operational"
907.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 190: CCITT IA5 string","255",,"Missing",,,"Operational"
908.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 191: miscellaneous","0",,"Seconds prior to initial reference time (defined in Section 1)",,"s","Operational"
909.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 191: miscellaneous","1",,"Geographical latitude",,"deg N","Operational"
910.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 191: miscellaneous","2",,"Geographical longitude",,"deg E","Operational"
911.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 191: miscellaneous","3",,"Days since last observation",,"d","Operational"
912.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 191: miscellaneous","4-191",,"Reserved",,,"Operational"
913.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 191: miscellaneous","192-254",,"Reserved for local use",,,"Operational"
914.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 191: miscellaneous","255",,"Missing",,,"Operational"
915.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","0",,"Flash flood guidance (Encoded as an accumulation over a floating subinterval of time between the reference time and valid time)",,"kg m-2","Operational"
916.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","1",,"Flash flood runoff (Encoded as an accumulation over a floating subinterval of time)",,"kg m-2","Operational"
917.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","2",,"Remotely-sensed snow cover",,"(Code table 4.215)","Operational"
918.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","3",,"Elevation of snow-covered terrain",,"(Code table 4.216)","Operational"
919.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","4",,"Snow water equivalent per cent of normal",,"%","Operational"
920.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","5",,"Baseflow-groundwater runoff",,"kg m-2","Operational"
921.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","6",,"Storm surface runoff",,"kg m-2","Operational"
922.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","7",,"Discharge from rivers or streams",,"m3/s","Operational"
923.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","8",,"Groundwater upper storage",,"kg m-2","Operational"
924.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","9",,"Groundwater lower storage",,"kg m-2","Operational"
925.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","10",,"Side flow into river channel",,"m3 s-1 m-1","Operational"
926.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","11",,"River storage of water",,"m3","Operational"
927.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","12",,"Floodplain storage of water",,"m3","Operational"
928.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","13",,"Depth of water on soil surface",,"kg m-2","Operational"
929.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 1 - Hydrological products, parameter category 0: hydrology basic products","14",,"Upstream accumulated precipitation",,"kg m-2","Operational"
